Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
7,VC2M7M01,VCMMG258,"Establish the formulas for areas of rectangles, triangles and parallelograms and use these in problem solving",Refined,Refined
7,VC2M7M02,VCMMG259,Calculate volumes of rectangular prisms,Updated,Combined and realigned from Level 8 Measurement and Geometry
7,VC2M7M02,VCMMG289,Develop the formulas for volumes of rectangular and triangular prisms and prisms in general. Use formulas to solve problems involving volume,Updated,Combined and realigned from Level 8 Measurement and Geometry
7,VC2M7M03,VCMMG288,"Investigate the relationship between features of circles such as circumference, area, radius and diameter. Use formulas to solve problems involving determining  radius, diameter, circumference and area from each other",Updated,Split and realigned from Level 8 Measurement and Geometry
7,VC2M7M04,VCMMG264,"Identify corresponding, alternate and co-interior angles when two straight lines are crossed by a transversal",Updated,Combined and refined
7,VC2M7M04,VCMMG265,Investigate conditions for two lines to be parallel and solve simple numerical problems using reasoning,Updated,Combined and refined
7,VC2M7M05,VCMMG263,Demonstrate that the angle sum of a triangle is 180° and use this to find the angle sum of a quadrilateral,Refined,Refined for clarity
7,VC2M7M06,VCMNA249,Recognise and solve problems involving simple ratios,Updated,Split and refined
7,VC2M7SP01,VCMMG260,Draw different views of prisms and solids formed from combinations of prisms,Refined,Refined
7,VC2M7SP02,VCMMG262,Classify triangles according to their side and angle properties and describe quadrilaterals,Refined,Refined for clarity
7,VC2M7SP03,VCMMG261,"Describe translations, reflections in an axis, and rotations of multiples of 90° on the Cartesian plane using coordinates. Identify line and rotational symmetries",Refined,Refined
7,VC2M7SP04,,,New,New content description
7,VC2M7ST01,VCMSP270,"Calculate mean, median, mode and range for sets of data. Interpret these statistics in the context of data",Updated,Combined and refined
7,VC2M7ST01,VCMSP271,"Describe and interpret data displays using median, mean and range",Updated,Combined and refined
7,VC2M7ST02,VCMSP269,Construct and compare a range of data displays including stem-and-leaf plots and dot plots,Updated,"Combined, refined and realigned from Level 8 Number and Algebra"
7,VC2M7ST02,VCMSP271,"Describe and interpret data displays using median, mean and range",Updated,"Combined, refined and realigned from Level 8 Number and Algebra"
7,VC2M7ST02,VCMSP270,"Calculate mean, median, mode and range for sets of data. Interpret these statistics in the context of data",Updated,"Combined, refined and realigned from Level 8 Number and Algebra"
7,VC2M7ST02,VCMSP300,"Investigate the effect of individual data values including outliers, on the range, mean and median",Updated,"Combined, refined and realigned from Level 8 Number and Algebra"
7,VC2M7ST03,VCMSP268,Identify and investigate issues involving numerical data collected from primary and secondary sources,New,Content description consolidated with new content into VC2M7ST03 to facilitate connections in sequencing
7,VC2M7ST03,,,New,Content description consolidated with new content into VC2M7ST03 to facilitate connections in sequencing
7,VC2M7P01,VCMSP266,Construct sample spaces for single-step experiments with equally likely outcomes,Updated,Combined and refined
7,VC2M7P01,VCMSP267,Assign probabilities to the outcomes of events and determine probabilities for events,Updated,Combined and refined
7,VC2M7P02,,,New,New content description
8,VC2M8N01,VCMNA275,"Investigate the concept of irrational numbers, including π",Refined,Refined
8,VC2M8N02,VCMNA272,Use index notation with numbers to establish the index laws with positive integral indices and the zero index,Refined,Refined for clarity
8,VC2M8N03,VCMNA274,Investigate terminating and recurring decimals,Refined,Refined
8,VC2M8N04,VCMNA273,"Carry out the four operations with rational numbers and integers, using efficient mental and written strategies and appropriate digital technologies and make estimates for these computations",Refined,Refined
8,VC2M8N05,VCMNA276,"Solve problems involving the use of percentages, including percentage increases and decreases and percentage error, with and without digital technologies",Refined,No change
8,,VCMNA277,"Solve a range of problems involving rates and ratios, including distance-time problems for travel at a constant speed, with and without digital technologies",Removed,Removed and content consolidated into VC2M8M07 to facilitate connections in sequencing
8,VC2M8N06,VCMNA276,"Solve problems involving the use of percentages, including percentage increases and decreases and percentage error, with and without digital technologies",Updated,"Combined, refined and realigned from Level 9 Number and Algebra"
8,VC2M8N06,VCMNA278,"Solve problems involving profit and loss, with and without digital technologies",Updated,"Combined, refined and realigned from Level 9 Number and Algebra"
8,VC2M8N06,VCMNA304,Solve problems involving simple interest,Updated,"Combined, refined and realigned from Level 9 Number and Algebra"
8,VC2M8A01,VCMNA279,Extend and apply the distributive law to the expansion of algebraic expressions,Updated,Combined and refined
8,VC2M8A01,VCMNA280,Factorise algebraic expressions  by identifying numerical factors,Updated,Combined and refined
8,VC2M8A01,VCMNA281,Simplify algebraic expressions involving the four operations,Updated,Combined and refined
8,VC2M8A02,VCMNA283,Plot linear relationships on the Cartesian plane with and without the use of digital technologies,Updated,"Split, combined and realigned from Level 9 and Level 10 Number and Algebra"
8,VC2M8A02,VCMNA284,Solve linear equations using algebraic and graphical techniques. Verify solutions by substitution,Updated,"Split, combined and realigned from Level 9 and Level 10 Number and Algebra"
8,VC2M8A02,VCMNA310,Sketch linear graphs using the coordinates of two points and solve linear equations,Updated,"Split, combined and realigned from Level 9 and Level 10 Number and Algebra"
8,VC2M8A02,VCMNA335,"Solve problems involving linear equations, including those derived from formulas",Updated,"Split, combined and realigned from Level 9 and Level 10 Number and Algebra"
8,,VCMNA285,"Plot graphs of non-linear real life data with and without the use of digital technologies, and interpret and analyse these graphs",Removed,Removed. Content outside the scope of the strand for this level
8,VC2M8A03,,,New,New content description
8,VC2M8A04,VCMNA282,Use algorithms and related testing procedures to identify and correct errors,Refined,No change
8,VC2M8A05,,,New,New content description
8,VC2M8M01,VCMMG287,"Find perimeters and areas of parallelograms, trapeziums, rhombuses and kites",Updated,"Split, combined and realigned from Level 9 Measurement and Geometry"
8,VC2M8M01,VCMMG286,Choose appropriate units of measurement for area and volume and convert from one unit to another,Updated,"Split, combined and realigned from Level 9 Measurement and Geometry"
8,VC2M8M01,VCMMG312,Calculate the areas of composite shapes,Updated,"Split, combined and realigned from Level 9 Measurement and Geometry"
8,VC2M8M02,VCMMG289,Develop the formulas for volumes of rectangular and triangular prisms and prisms in general. Use formulas to solve problems involving volume,Updated,"Split, combined and realigned from Level 6 Measurement and Geometry"
8,VC2M8M02,VCMMG225,Connect volume and capacity and their units of measurement,Updated,"Split, combined and realigned from Level 6 Measurement and Geometry"
8,VC2M8M02,VCMMG286,Choose appropriate units of measurement for area and volume and convert from one unit to another,Updated,"Split, combined and realigned from Level 6 Measurement and Geometry"
8,VC2M8M03,VCMMG288,"Investigate the relationship between features of circles such as circumference, area, radius and diameter. Use formulas to solve problems involving determining  radius, diameter, circumference and area from each other",Updated,Split and refined
8,VC2M8M04,VCMMG290,"Solve problems involving duration, including using 12- and 24-hour time within a single time zone",Refined,Refined
8,VC2M8M05,VCMNA277,"Solve a range of problems involving rates and ratios, including distance-time problems for travel at a constant speed, with and without digital technologies",Updated,Split and refined
8,VC2M8M06,VCMMG318,Investigate Pythagoras’ Theorem and its application to solving simple problems involving right angled triangles,Updated,Split and realigned from Level 9 Measurement and Geometry
8,VC2M8M07,VCMNA277,"Solve a range of problems involving rates and ratios, including distance-time problems for travel at a constant speed, with and without digital technologies",New,Content description and new content consolidated to facilitate connections in sequencing
8,VC2M8SP01,VCMMG291,Define congruence of plane shapes using transformations and use transformations of congruent shapes to produce regular patterns in the plane including tessellations with and without the use of digital technology,Updated,Combined and refined
8,VC2M8SP01,VCMMG292,Develop the conditions for congruence of triangles,Updated,Combined and refined
8,VC2M8SP02,VCMMG293,"Establish properties of quadrilaterals using congruent triangles and angle properties, and solve related numerical problems using reasoning",Refined,Refined for clarity
8,VC2M8SP03,,,New,New content description
8,VC2M8SP04,,,New,New content description
8,VC2M8ST01,VCMSP297,"Distinguish between a population and a sample and investigate  techniques for collecting data, including census, sampling and observation",Updated,Split and combined
8,VC2M8ST01,VCMSP298,Explore the practicalities and implications of obtaining data through sampling using a variety of investigative processes,Updated,Split and combined
8,VC2M8ST02,VCMSP298,Explore the practicalities and implications of obtaining data through sampling using a variety of investigative processes,Refined,Refined
8,VC2M8ST03,VCMSP299,Explore the variation of means and proportions of random samples drawn from the same population,Refined,Refined for clarity
8,VC2M8ST04,,,New,New content description
8,VC2M8P01,VCMSP294,Identify complementary events and use the sum of probabilities to solve problems,Refined,Refined for clarity
8,VC2M8P02,VCMSP295,"Describe events using language of ‘at least’, exclusive ‘or’ (A or B but not both), inclusive ‘or’ (A or B or both) and ‘and’",Updated,Combined and refined
8,VC2M8P02,VCMSP296,Represent events in two-way tables and Venn diagrams and solve related problems,Updated,Combined and refined
8,VC2M8P03,,,New,New content description
9,VC2M9N01,,,New,New content description
9,,VCMNA307,Apply set structures to solve real-world problems,Removed,Removed to reduce duplication
9,VC2M9A01,VCMNA302,Apply index laws to numerical expressions with integer indices,Updated,Combined and refined
9,VC2M9A01,VCMNA305,"Extend and apply the index laws to variables, using positive integer indices and the zero index",Updated,Combined and refined
9,VC2M9A02,VCMNA306,"Apply the distributive law to the expansion of algebraic expressions, including binomials, and collect like terms where appropriate",Updated,"Split, combined, refined and realigned from Level 2 Number and Algebra"
9,VC2M9A02,VCMNA332,Expand binomial products and factorise monic quadratic expressions using a variety of strategies,Updated,"Split, combined, refined and realigned from Level 2 Number and Algebra"
9,VC2M9A03,VCMNA310,Sketch linear graphs using the coordinates of two points and solve linear equations,Refined,No change
9,VC2M9A04,VCMNA308,"Find the distance between two points located on a Cartesian plane using a range of strategies, including graphing software",Updated,Combined and refined
9,VC2M9A04,VCMNA309,"Find the midpoint and gradient of a line segment (interval) on the Cartesian plane using a range of strategies, including graphing software",Updated,Combined and refined
9,VC2M9A05,VCMNA311,Graph simple non-linear relations with and without the use of digital technologies and solve simple related equations,Updated,Combined and realigned from Level 10 Number and Algebra
9,VC2M9A05,VCMNA341,Solve simple quadratic equations using a range of strategies,Updated,Combined and realigned from Level 10 Number and Algebra
9,VC2M9A06,,,New,New content description
9,VC2M9A07,,,New,New content description
9,VC2M9M01,VCMMG313,Calculate the surface area and volume of cylinders and solve related problems,Updated,Combined and refined
9,VC2M9M01,VCMMG314,Solve problems involving the surface area and volume of right prisms,Updated,Combined and refined
9,VC2M9M02,VCMMG315,Investigate very small and very large time scales and intervals,Updated,Combined and refined
9,VC2M9M02,VCMNA303,Express numbers in scientific notation,Updated,Combined and refined
9,VC2M9M03,VCMMG318,Investigate Pythagoras’ Theorem and its application to solving simple problems involving right angled triangles,Updated,Combined and split
9,VC2M9M03,VCMMG320,Apply trigonometry to solve right-angled triangle problems,Updated,Combined and split
9,VC2M9M03,VCMMG316,Use the enlargement transformation to  explain similarity and develop the conditions for triangles to be similar,Updated,Combined and split
9,VC2M9M03,VCMMG317,Solve problems using ratio and scale factors in similar figures,Updated,Combined and split
9,VC2M9M04,,,New,New content description
9,VC2M9M05,VCMNA301,Solve problems involving direct proportion. Explore the relationship between graphs and equations corresponding to simple rate problems,Updated,Split and refined
9,VC2M9M05,VCMMG317,Solve problems using ratio and scale factors in similar figures,Updated,Split and refined
9,VC2M9SP01,VCMMG319,"Use similarity to investigate the constancy of the sine, cosine and tangent ratios for a given angle in right-angled triangles",Refined,Refined for clarity
9,VC2M9SP02,VCMMG316,Use the enlargement transformation to  explain similarity and develop the conditions for triangles to be similar,Updated,Split and refined
9,VC2M9SP03,,,New,New content description
9,VC2M9ST01,VCMSP323,Investigate reports of surveys in digital media and elsewhere for information on how data were obtained to estimate population means and medians,Refined,Refined
9,VC2M9ST02,,,New,New content description
9,VC2M9ST03,VCMSP325,"Construct back-to-back stem-and-leaf plots and histograms and describe data, using terms including ‘skewed’, ‘symmetric’ and ‘bi modal’",Updated,Combined and refined
9,VC2M9ST03,VCMSP326,"Compare data displays using mean, median and range to describe and interpret numerical data sets in terms of location (centre) and spread",Updated,Combined and refined
9,VC2M9ST04,,,New,New content description
9,VC2M9ST05,VCMSP324,"Identify everyday questions and issues involving at least one numerical and at least one categorical variable, and collect data directly from secondary sources",Refined,Refined for clarity
9,VC2M9P01,VCMSP321,"List all outcomes for two-step chance experiments, both with and without replacement using tree diagrams or arrays. Assign probabilities to outcomes and determine probabilities for events",Refined,Refined
9,VC2M9P02,VCMSP322,Calculate relative frequencies from given or collected data to estimate probabilities of events involving ‘and’ or ‘or’,Refined,Refined for clarity
9,VC2M9P03,,,New,New content description
10,,VCMNA327,Solve simple problems involving inverse proportion,Removed,Removed to reduce duplication and consolidated into VC2M10A15 to facilitate connections in sequencing
10,VC2M10N01,,,New,New content description
10,VC2M10A01,VCMNA329,Factorise algebraic expressions by taking out a common algebraic factor,Updated,No change
10,VC2M10A01,VCMNA330,Simplify algebraic products and quotients using index laws,Updated,No change
10,VC2M10A01,VCMNA331,Apply the four operations to simple algebraic fractions with numerical denominators,Updated,No change
10,VC2M10A01,VCMNA332,Expand binomial products and factorise monic quadratic expressions using a variety of strategies,Updated,No change
10,VC2M10A02,VCMNA329,Factorise algebraic expressions by taking out a common algebraic factor,Updated,No change
10,VC2M10A02,VCMNA330,Simplify algebraic products and quotients using index laws,Updated,No change
10,VC2M10A02,VCMNA331,Apply the four operations to simple algebraic fractions with numerical denominators,Updated,No change
10,VC2M10A02,VCMNA332,Expand binomial products and factorise monic quadratic expressions using a variety of strategies,Updated,No change
10,VC2M10A03,VCMNA329,Factorise algebraic expressions by taking out a common algebraic factor,Updated,No change
10,VC2M10A03,VCMNA330,Simplify algebraic products and quotients using index laws,Updated,No change
10,VC2M10A03,VCMNA331,Apply the four operations to simple algebraic fractions with numerical denominators,Updated,No change
10,VC2M10A03,VCMNA332,Expand binomial products and factorise monic quadratic expressions using a variety of strategies,Updated,No change
10,VC2M10A04,VCMNA329,Factorise algebraic expressions by taking out a common algebraic factor,Updated,No change
10,VC2M10A04,VCMNA330,Simplify algebraic products and quotients using index laws,Updated,No change
10,VC2M10A04,VCMNA331,Apply the four operations to simple algebraic fractions with numerical denominators,Updated,No change
10,VC2M10A04,VCMNA332,Expand binomial products and factorise monic quadratic expressions using a variety of strategies,Updated,No change
10,VC2M10A05,VCMNA333,Substitute values into formulas to determine an unknown and re-arrange formulas to solve for a particular term,Refined,No change
10,VC2M10A06,VCMNA334,Implement algorithms using data structures in a general-purpose programming language,Refined,Inclusion of pseudocode as an option for computational thinking contexts
10,VC2M10A07,VCMNA335,"Solve problems involving linear equations, including those derived from formulas",Refined,No change
10,VC2M10A08,VCMNA336,Solve linear inequalities and graph their solutions on a number line,Updated,No change
10,VC2M10A08,VCMNA337,"Solve simultaneous linear equations, using algebraic and graphical techniques including using digital technology",Updated,No change
10,VC2M10A09,VCMNA336,Solve linear inequalities and graph their solutions on a number line,Updated,No change
10,VC2M10A09,VCMNA337,"Solve simultaneous linear equations, using algebraic and graphical techniques including using digital technology",Updated,No change
10,VC2M10A10,VCMNA338,Solve problems involving gradients of parallel and perpendicular lines,Refined,No change
10,VC2M10A11,VCMNA339,"Explore the connection between algebraic and graphical representations of relations such as simple quadratic, reciprocal, circle and exponential, using digital technology as appropriate",Updated,Combined and realigned from Level 10A Number and Algebra
10,VC2M10A11,VCMNA360,Solve simple exponential equations,Updated,Combined and realigned from Level 10A Number and Algebra
10,VC2M10A12,VCMNA340,Solve linear equations involving simple algebraic fractions,Refined,No change
10,VC2M10A13,VCMNA341,Solve simple quadratic equations using a range of strategies,Refined,No change
10,VC2M10A14,VCMNA360,Solve simple exponential equations,Refined,No change
10,VC2M10A15,VCMNA328,Connect the compound interest formula to repeated applications of simple interest using appropriate digital technologies,Updated,Content descriptions consolidated to facilitate connections in sequencing
10,VC2M10A15,VCMNA335,"Solve problems involving linear equations, including those derived from formulas",Updated,Content descriptions consolidated to facilitate connections in sequencing
10,VC2M10A16,VCMNA342,Solve equations using systematic guess-check-and-refine with digital technology,Refined,No change
10,VC2M10M01,VCMMG343,"Solve problems involving surface area and volume for a range of prisms, cylinders and composite solids",Refined,Refined for clarity
10,VC2M10M02,,,New,New content description
10,VC2M10M03,VCMMG346,Solve right-angled triangle problems including those involving direction and angles of elevation and depression,Refined,Refined for clarity
10,VC2M10M04,,,New,Content description VCMNA327 incorporated here to facilitate connections in sequencing
10,VC2M10M04,,,New,Content description VCMNA327 incorporated here to facilitate connections in sequencing
10,VC2M10SP01,VCMMG344,Formulate proofs involving congruent triangles and angle properties,Updated,Combined and refined
10,VC2M10SP01,VCMMG345,"Apply logical reasoning, including the use of congruence and similarity, to proofs and numerical exercises involving plane shapes",Updated,Combined and refined
10,VC2M10SP02,,,New,New content description
10,VC2M10ST01,VCMSP349,"Determine quartiles and interquartile range and investigate the effect of individual data values, including outliers on the interquartile range",Updated,Content descriptions consolidated to facilitate connections in sequencing
10,VC2M10ST01,VCMSP350,Construct and interpret box plots and use them to compare data sets,Updated,Content descriptions consolidated to facilitate connections in sequencing
10,VC2M10ST01,VCMSP351,Compare shapes of box plots to corresponding histograms and dot plots and discuss the distribution of data,Updated,Content descriptions consolidated to facilitate connections in sequencing
10,VC2M10ST02,VCMSP352,Use scatter plots to investigate and comment on relationships between two numerical variables,Refined,Refined for clarity
10,VC2M10ST03,VCMSP353,"Investigate and describe bivariate numerical data, including where the independent variable is time",Removed,Removed – combined with VC2M10ST05
10,VC2M10ST04,VCMSP354,"Evaluate statistical reports in the media and other places by linking claims to displays, statistics and representative data",Refined,Refined
10,VC2M10ST05,,,New,New content description
10,VC2M10P01,VCMSP348,"Use the language of ‘if ....then, ‘given’, ‘of’, ‘knowing that’ to investigate conditional statements and identify common mistakes in interpreting such language",New,Content description and new content consolidated to facilitate connections in sequencing
10,VC2M10P02,VCMSP347,"Describe the results of two- and three-step chance experiments, both with and without replacements, assign probabilities to outcomes and determine probabilities of events. Investigate the concept of independence",Refined,No difference
10A,VC2M10AN01,VCMNA355,Define rational and irrational numbers and perform operations with surds and fractional indices,Refined,No change
10A,VC2M10AN02,,,New,New content description
10A,VC2M10AN03,VCMNA356,Use the definition of a logarithm to establish and apply the laws of logarithms and investigate logarithmic scales in measurement,Refined,No change
10A,VC2M10AA01,VCMNA357,Investigate the concept of a polynomial and apply the factor and remainder theorems to solve problems,Refined,No change
10A,VC2M10AA02,VCMNA358,Devise and use algorithms and simulations to solve mathematical problems,Refined,No change
10A,VC2M10AA03,,,New,New content description
10A,VC2M10AA04,,,New,New content description
10A,VC2M10AA05,VCMNA359,"Describe, interpret and sketch parabolas, hyperbolas, circles and exponential functions and their transformations",Refined,No change
10A,VC2M10AA06,VCMNA361,Apply understanding of polynomials to sketch a range of curves and describe the features of these curves from their equation,Refined,No change
10A,VC2M10AA07,VCMNA362,Factorise monic and non-monic quadratic expressions and solve a wide range of quadratic equations derived from a variety of contexts,Refined,No change
10A,VC2M10AA08,VCMNA363,Use function notation to describe the relationship between dependent and independent variables in modelling contexts,Refined,No change
10A,VC2M10AA09,VCMNA364,Solve simultaneous equations using systematic guess-check-and-refine with digital technology,Refined,No change
10A,VC2M10AA10,,,New,New content description
10A,VC2M10AM01,VCMMG365,"Solve problems involving surface area and volume of right pyramids, right cones, spheres and related composite solids",Refined,No change
10A,,VCMMG366,Prove and apply angle and chord properties of circles,Removed,Combined into VC2M10ASP01
10A,VC2M10AM02,,,New,New content description
10A,VC2M10ASP01,,,New,New content description
10A,VC2M10ASP02,VCMMG367,"Establish the sine, cosine and area rules for any triangle and solve related problems",Refined,No change
10A,VC2M10ASP03,VCMMG368,"Use the unit circle to define trigonometric functions as functions of a real variable, and graph them with and without the use of digital technologies",Refined,No change
10A,VC2M10ASP04,VCMMG369,Solve simple trigonometric equations,Refined,No change
10A,VC2M10ASP05,VCMMG370,Apply Pythagoras’ theorem and trigonometry to solving three-dimensional problems in right-angled triangles,Refined,No change
10A,VC2M10ASP06,,,New,New content description
10A,VC2M10AST01,VCMSP372,"Calculate and interpret the mean and standard deviation of data and use these to compare data sets. Investigate the effect of individual data values including outliers, on the standard deviation",Refined,No change
10A,VC2M10AST02,,,New,New content description
10A,VC2M10AST03,VCMSP373,"Use digital technology to investigate bivariate numerical data sets. Where appropriate use a straight line to describe the relationship allowing for variation, make predictions based on this straight line and discuss limitations",Refined,No change
10A,VC2M10AP01,,,New,New content description
10A,VC2M10AP02,VCMSP371,Investigate reports of studies in digital media and elsewhere for information on their planning and implementation,Refined,No change
