Subject,Term,Definition
Mathematics,Decision,"A **decision** is a process by which a selection or choice is made from a set of alternatives, such as halving a selected number if it is even, or doubling a selected number if it is odd."
Mathematics,Degree,"A **degree** is the unit of measurement for measuring an angle. Angles are measured as a proportion of a full turn that is equivalent to 360 degrees, so that one degree is equal to 1/360of a full-turn. The measure of an angle α in degrees is written as α°. See also: angle, right angle, straight angle."
Mathematics,Denominator,"In the fraction a/b, b is the **denominator**. It is the number of equal parts into which the whole is divided in order to obtain fractional parts. For example, if a line segment is divided into 5 equal parts, each of those parts is one-fifth of the whole and corresponds to the unit fraction 1/5. See also: fraction, unit fraction."
Mathematics,Diagonal,A **diagonal** is a line segment joining 2 vertices of a polygon that do not share an edge.
Mathematics,Dependent variable,See: variable.
Mathematics,Diameter,A **diameter** is a chord passing through the centre of a circle. The word diameter is also used for the length of the diameter.
Mathematics,Difference,"The term **difference** is sometimes used as a synonym for the result of the subtraction of one number or algebraic quantity from another. For example, the difference between 23 and 9 would be 23 -- 9 = 14, and 4x -- 3y = 6shows the difference between 2 algebraic quantities."
Mathematics,Digit,"A **digit** is a single symbol that is used to represent a number as a numeral. In the base-10 number system there are 10 digits: 0, 1, 2, 3, 4, 5, 6, 7, 8 and 9."
Mathematics,Digital tools,"**Digital tools** are electronic devices, programs, websites or online resources that can be used to support the learning and doing of mathematics."
Mathematics,Dilation,See: enlargement (dilation).
Mathematics,Direct comparison,"**Direct comparison** is comparing objects and events using a particular attribute: for example, measuring the length of 2 pencils by placing them side by side or starting 2 events at the same time to compare duration."
Mathematics,Direct proportion,"**Direct proportion** is the relationship between corresponding values of 2 variables in a fixed ratio relative to each other; that is, for variables x and y, y/x = k; and y = kx, where k ≠ 0."
Mathematics,Directional language,"**Directional language** is words that communicate position, location and movement within a space."
Mathematics,Discrete data (statistics),"**Discrete data** is information (data) that can only take certain values. For example, the number of different coloured cars in a carpark is discrete data (there will be natural numbers of cars in each colour), but the weight of these cars would be continuous data. See also: continuous data."
Mathematics,Discrete numerical variable,See: numerical variable.
Mathematics,Distribution (statistics),**Distribution** is a method or graphical representation for organising and displaying the spread of data.
Mathematics,Distributive,"An operation is said to be *distributive* over another operation if it can take priority over the operation used for combination within brackets (that is, its application can be distributed over the brackets). *Multiplication* is distributive over *addition* for real numbers: for example: 6 × 17 = 6 × (10 + 7) = (6 × 10) + (6 × 7) = 60 + 42 = 102 The distributive property underpins algorithms for multiplication and division that involve natural numbers of several digits. In general, the *distributive* law (property) for (multiplication over addition) for real numbers states that *for all* real numbers a*,* b and c: a (b + c) = ab + ac. Addition is *not* distributive over multiplication. For example: 3 + (2 × 4) = 3 + 8 = 11 but (3 + 2) × (3 + 4) = 5 × 7 = 35."
Mathematics,Distributive law,See: Distributive.
Mathematics,Divisible,"In general, a number or algebraic expression x is **divisible** by another y if there exists a number or algebraic expression q of a specified type for which x = yq. A non-zero natural number m is divisible by a natural number n if there is a non-zero natural number q such that m = nq. For example, 12 is divisible by 4 because 12 = 3 × 4."
Mathematics,Division,"For a finite set, this is the process of partitioning the set into subsets of equal size. For natural numbers, **division** re-expresses a given natural number in terms of a multiple of a smaller natural number and a remainder. For example, 68 = 7 × 9 + 5, so 68 *divided by* 9 is equal to 7 with 5 remainder. Using rational numbers in fraction form, this is expressed exactly as: 68 ÷ 9 = 68/9 = 7 5/9 = 7.555... In general, for non-zero real numbers, if z = xy then z ÷ y = z/y = x. Division of real numbers can also be modelled using lengths of line segments on a number line and similar triangles. The division of 2 fractions is defined by a/b ÷ c/d = a/b × d/c = ad/bc. See also: divisible."
Mathematics,Division facts,"**Division facts** are facts that draw on the inverse relationship between division and multiplication and are directly related to the multiplication facts, for example, 2 × 5 = 10, so 10/2 = 5 and 10/5 = 2."
Mathematics,Domain,"A relation or function is a map between the elements of 2 sets. The set from which the mapping occurs is called the **domain** of the function or relation. The set onto which the elements of the domain are mapped is called the **co-domain**. For example, the domain of a relation (the favourite colour of) could be the students in a class, while the co-domain is a set of colours. Not all the colours may be selected as a favourite for some student in the class. The **range** of the relation is a subset of the co-domain, which corresponds to the set of favourite colours for that class. See also: function."
Mathematics,Dot plot,"A **dot plot** is a graph used in statistics for organising and displaying numerical data. Using a number line, a dot plot displays a dot for each observation. Where there is more than one observation, or observations are close in value, the dots are stacked vertically. If there are a large number of observations, dots can represent more than one observation. Dot plots are ideally suited for organising and displaying discrete numerical data. The dot plot below displays the number of passengers observed in 32 cars stopped at a traffic light: (See diagram in Mathematics Glossary document on VCAA website)(See diagram in Mathematics Glossary document on VCAA website) Dot plots can also be used to display categorical data, with the numbers on the number line replaced by category labels."
Mathematics,Dynamic geometric software,"**Dynamic geometric software** is software that supports the representation, construction and manipulation of geometric shapes and objects, and related measures and other functions in an interactive and dynamic digital environment."
Mathematics,Edge,"An **edge** is a straight line or curve that forms the boundary of a region in the plane (such as the side of a triangle, or an edge in a network) or a boundary between 2 surfaces (such as the rim of a can or the edge of a box)."
Mathematics,Element,"**Element** is an undefined term that informally corresponds to the notion of *belonging* or *membership* of a set. For example, 3 *is a member* of the set of natural numbers N = {0, 1, 2, 3, \... }. This relation can be written more concisely as 3 ∈ N. The symbol '∈' is shorthand for 'is an element of'. The number 1/2 is *not* a natural number, and this can be written as 1/2∉ N, where ∉is shorthand for 'is **not** an element of'. We write x∈S to indicate that x is a member of the set S, and x∉S to indicate that x is not a member of the set S, for example, 17 ∉(2, 3, 5, 6). See also: set, undefined term."
Mathematics,Empirical data,"Data derived from observation, measurement or experiment is called **empirical data**."
Mathematics,Empty set,"The **empty set** { } is the set containing no elements and is sometimes represented by the special symbol Ø. See also: set, universal set."
Mathematics,Enlargement (dilation),"An **enlargement** is a transformation that scales up (or down) a figure in which the corresponding lengths in the transformed figure are in proportion to the original figure. The relative positions of points are unchanged and the 2 figures are similar. In the diagram below, triangle A′B′C′ is the image of triangle ABC under the enlargement with enlargement factor 2 and centre of enlargement O. (See diagram in Mathematics Glossary document on VCAA website) See also: similar."
Mathematics,Equal sharing,"**Equal sharing** means dividing a collection, shape or object into equal parts."
Mathematics,Equally likely outcomes,"**Equally likely outcomes** occur with the same probability. For example, in tossing a fair coin, the outcome 'head' and the outcome 'tail' are equally likely. In this situation, we would express this as Pr(head) = Pr(tail) = 1/2 = 0.5 = 50%."
Mathematics,Equation,"An **equation** is a mathematical expression that includes the '=' symbol. Equations are used to assign a value to a pro-numeral: for example, a = 2. They may also be used to define the rule of a function: for example, y = 2x + 3, where whatever value x takes, y is 2 times x plus 3. Third, an equation may be used to specify conditions that must be satisfied by the value of a variable; for example, if 2x + 3 = 10, then x = 4 for this statement to be true. See also: expression."
Mathematics,Equivalence,"Two statements or propositions are understood to be **equivalent** if they are *both* true or *both* false. That is, the conditions that make one true make the other true as well, and the conditions that make one false make the other false as well."
Mathematics,Equivalent fractions,"Two fractions a/b and c/d are **equivalent** if they have the same simplest (reduced) form. For example, 4/8 and 3/6 are equivalent fractions because the reduced form for both fractions is 1/2 : that is, 4/8 = 3/6 = 1/2. Conversely, for any fraction in simplest form, an equivalent fraction is one whose numerator and denominator are both a common integer multiple of that fraction. For example, an equivalent fraction of 1/2 is 3/6, which has a common integer multiple of 3. For each fraction expressed in simplest form, an **equivalence** **class** (or family of equivalent fractions) can be generated by successively multiplying its numerator and denominator by the natural numbers (excluding zero). For example, for the fraction 2/3, the corresponding family is: {2/3,4/6,6/9,8/12,...}."
Mathematics,Error,**Error** is the difference between an actual value and its measured or estimated value and is defined as: Error = measured or estimated value - actual value
Mathematics,Estimate,"To **estimate** is to form an approximate value for a quantity. For example, a painter could estimate how many litres of paint would be required to paint a given room."
Mathematics,Estimate (statistics),"In statistical terms, an **estimate** is information about a population extrapolated from a sample of the population. For example, the mean number of decayed teeth in a randomly selected group of eight-year-old children is an estimate of the mean number of decayed teeth in eight-year-old children in Australia."
Mathematics,Estimation,**Estimation** is the skill of conceptualising and mentally manipulating numbers or measurements to find an approximate answer. The capacity to make reasonable adjustments to estimates is essential in estimating.
Mathematics,Euler's formula,"**Euler's formula** is a relation between the number of faces, vertices and edges of any polyhedron. It is written F + V = E + 2, where F is the number of faces, V the number of vertices and E the number of edges."
Mathematics,Evaluate,"To **evaluate** is to calculate or find a value: for example, when substituting values into a formula. Evaluating the expression 3x + 4when x = 10, gives 3 × 10 + 4 = 34."
Mathematics,Even number,"An integer is **even** if it is divisible by 2. The even natural numbers are {0, 2, 4, 6, ...} See also: integer, natural number."
Mathematics,Event,"An **event** is a subset of the sample space for a random experiment. For example, the set of outcomes from tossing 2 coins is { HH, HT, TH, TT }, where H represents a 'head' and T a 'tail'. For example, if *A* is the event 'at least one head is obtained', then *A* = { HT, TH, HH }. Two events *A* and *B* are **mutually exclusive** if one is incompatible with the other: that is, if they cannot be simultaneous outcomes in the same chance experiment. For example, when a fair coin is tossed twice, the events 'HH' and 'TT' cannot occur at the same time and are, therefore, mutually exclusive. In a Venn diagram, as shown below, mutually exclusive events do not overlap. See also: Venn diagram, probability, sample space."
Mathematics,Example,"An instance where a proposition or conjecture is true. For example, the number 6 provides an **example** of a number that is both even and a multiple of 3. See also: proposition, conjecture."
Mathematics,Expanded notation,"**Expanded notation** is a way of representing a number, separating each digit and representing it in an additive number sentence to show each digit's place value, for example, 2345 = 2 × 1000 + 3 × 100 + 4 × 10 + 5."
Mathematics,Expected frequencies,**Expected frequencies** is the number of times that a particular event or outcome is predicted to occur using theoretical probability.
Mathematics,Explanatory variable (stats),See: variable.
Mathematics,Exponent,"The **exponent** (index or power) of a number or algebraic expression is the power to which the latter is be raised. For example, for a³ = a × a × a, the index is 3. For 8²/³ = √(64) = 4, the index is 2/3. In general, if a is a positive real number and m and n are positive integers then\ am/ⁿ = (am)¹/ⁿ = √(am). See also: exponent laws, logarithm."
Mathematics,Exponent laws,**Exponent laws** are rules for manipulating exponents (indices). They include: - xᵃxᵇ = xᵃ⁺ᵇ - (xᵃ)ᵇ = xᵃᵇ - xᵃyᵃ = (xy)ᵃ - xᵃ/xᵇ = xᵃ⁻ᵇ - x⁰ = 1 - x⁻ᵃ = 1/xᵃ See also: exponent.
Mathematics,Exponential function,"An **exponential function** is a function comprising a constant raised to the power of the variable; that is, f(x) = aˣ, where a is a constant and x the variable, for example, f(x) = 2ˣ."
Mathematics,Expression,"An **expression** is two or more numbers or variables connected by operations. For example, 17 -- 9, 8x(2 + 3), 2a + 3b are all expressions. Expressions do not include an equal sign."
Mathematics,Extrapolation,"**Extrapolation** is working beyond known data to make predictions: for example, working past the last known point on a graph to predict a value beyond this point."
Mathematics,Face/s,"A **face** is a bounded surface: a bounded region in a network, or on a three-dimensional shape or object. See also: adjacent, polyhedron."
Mathematics,Factor,"A **factor** (number) is a natural number that divides exactly into another given natural number. For example, 2 is a factor of 12, since 2 × 6 = 12. More generally, a factor (algebraic) of a given algebraic expression is a number or algebraic term that divides exactly into the given expression. For example, the factors of the linear expression 6x + 9 are 3 and 2x + 3 since 3(2x + 3) = 6x + 9. Similarly, x - 2 and x -- 4 are factors of x² - 6x + 8 since x² - 6x + 8 = (x - 4)(x - 2). The set of all factors of a given number is called its *factor set*. The *factor set* of 12 is {1, 2, 3, 4, 6, 12}. The elements of a factor set are often grouped in pairs. Thus, the set of ***factor pairs*** of 12 is {{1, 12}, {2, 6}, {3, 4}, {4, 3}, {6, 2}, {12, 1}}. A **prime factor** of a natural number n is a factor of n that is a prime number, for example, the prime factors of 330 are {2, 3, 5, 11}. Prime factors can be found using a factor tree. See also: divisible, factor tree."
Mathematics,Factor tree,A **factor tree** breaks down a number into its prime factors. An example of a possible factor tree for the number 18 is shown below (prime factors occur at the end of each branch): It can be seen from the factor tree that the prime factorisation of 18 = 2 × 3 × 3 = 2 × 3². See also: factor.
Mathematics,Factor set,See: factor.
Mathematics,Factorial,"n **factorial** (written n!) is the number formed by the product of a given natural number with all the natural numbers less than it. For example, to find the value for 4 *factorial* we have\ 4! = 4 × 3 × 2 × 1 = 24. In general, for n factorial: n! = n × (n - 1) × (n - 2) ... × 3 × 2 × 1."
Mathematics,Factorise,"To **factorise** a number or algebraic expression is to express it as a product of simpler terms. For example, 15 = 3 × 5, 6a -- 9 = 3 × (2a -- 3) and x² -- 16 = (x + 4)(x -- 4)."
Mathematics,Finite,"The set {*a* , *b* , *c* , *d* , *e*} is an example of a **finite** **set**. The set of all people alive on a given day is a very large but finite set. The cardinal number of a finite set is a natural number; that is, the elements of any finite set can be put in a one-to-one correspondence with the elements of a set of the form {0, 1, 2, 3, \... , *n* } where *n* is a natural number."
Mathematics,Five-number summary,"A **five-number-summary** is a method for summarising a data set using 5 statistics: the minimum value, the lower quartile (Q₁), the median (Q₂), the upper quartile (Q₃) and the maximum value. For example, for the set of data {2, 3, 4, 5, 6, 10, 12}, we have: median = 5, Q₁ = 3, Q₃ = 10, maximum = 12 and minimum = 2. See also: box-and-whisker plot, interquartile range, range."
Mathematics,Flow chart,A **flow chart** is a diagram that shows a sequence of steps (may be used to represent an algorithm). The flow chart below shows a process of classifying numbers as even or odd:
Mathematics,Formal unit,"A unit whose value is fixed by agreement is a **formal unit**. For example, the litre is a formal unit of capacity for fluids, and the hour is a formal unit of time."
Mathematics,Fraction,"A **fraction** is a number of the form a/b where a is an integer and b is a non-zero integer. If a and b are both positive integers, a fraction can be modelled by dividing a unit length into b equal parts and collecting a multiples of these parts. For example, 3/5 refers to 3 of 5 equal parts of the whole, taken together. For the fraction a/b , a is called the numerator and b is called the denominator. The horizontal line separating the numerator from the denominator is called the vinculum. Sometimes a fraction is written on a single line as a/b in which case the diagonal line is referred to as a solidus. A fraction a/b is said to be a **proper fraction** if a\<b and an **improper fraction** otherwise. For example, 1/4 is a proper fraction while 3/2 is an improper fraction. A fraction is said to be expressed in *simplest form* if its numerator and denominator have no common factor other than 1. For example,3/5 is expressed in simplest form (because the highest common factor of 3 and 5 is 1), but 6/12 is not in simplest form, since 3 is a common factor of both 6 and 12, as is 6 (the hcf). 6/12 would be expressed in simplest form as 1/2 . The rules for the algebraic combination of fractions are given by - a/b + c/d = ad + bc/bd - a/b - c/d = ad - bc/bd - a/b × c/d = ac/bd - a/b ÷ c/d = a/b × d/c = ad/bc See also: highest common factor (hcf), rational number."
Mathematics,Frequency,"**Frequency**, or **observed frequency**, is the number of times that a particular value occurs in a data set. For grouped data, it is the number of observations that lie in that group or class interval. **Relative frequency** is given by the ratio f/n , where f is the frequency of occurrence of a particular data value or group of data values in a data set and n is the number of data values in the data set. An **expected frequency** is the number of times that a particular event is expected to occur when a chance experiment is repeated a number of times. If the experiment is repeated n times, and on each of those times the probability that the event occurs is p, then the expected frequency of the event is np. For example, suppose that a fair coin is tossed 5 times and the number of heads showing recorded. Then the expected frequency of 'heads' is 5/2 since p = 1/2. This example shows that the expected frequency is not necessarily an observed frequency, which in this case is one of the numbers 0, 1, 2, 3, 4 or 5. See also: frequency distribution, frequency table."
Mathematics,Frequency distribution,"A **frequency distribution** is the division of a set of observations into a number of classes, together with a listing of the number of observations (the frequency) in that class. Frequency distributions can be displayed in tabular or graphical form."
Mathematics,Frequency table,"A **frequency table** lists the frequency (number of occurrences) of observations in different ranges, called class intervals. The frequency distribution of the heights (in cm) of a sample of 42 people is displayed in the frequency table below: ----------------------------------------------------------------------- **Height (cm)** ----------------------------------------- ----------------------------- **Class interval** **Frequency** 155 -- \<160 3 160 -- \<165 2 165 -- \<170 9 170 -- \<175 7 175 -- \<180 10 180 -- \<185 5 185 -- \<190 5 185 -- \<190 5 ----------------------------------------------------------------------- Notice that the class intervals do not overlap (so the number 160, for example, is only counted in one class, not 2). The data in this frequency table could be represented by a histogram. A **two-way frequency table** is commonly used for displaying the two-way frequency distribution that arises when a group of individuals or things are categorised according to 2 criteria. For example, the two-way table below displays the two-way frequency distribution that arises when 27 children are categorised according to *hair type* (straight or curly) and *hair colour* (red, brown, blonde, black) could be below (also recording gender): ----------------------------------------------------------------------- **Hair colour** **Hair type** **Total** ----------------- ----------------- ----------------- ----------------- **Straight** **Curly** Red 1 1 2 Brown 8 4 12 Blonde 1 3 4 Black 7 2 9 **Total** 17 10 27 ----------------------------------------------------------------------- We can see, for example, that there are 2 students with red hair (1 straight and 1 curly) and 12 students with brown hair (8 straight and 4 curly). The information in a two-way frequency table can also be displayed graphically using a side-by-side column graph. See also: histogram, side-by-side column graph."
Mathematics,Function,"A **function** is a correspondence (map or relation) between the elements of 2 sets where each element in the first set is mapped to exactly one corresponding element in the second set. A function is either a one-to-one correspondence or a many-to-one correspondence. The functions most commonly encountered in elementary mathematics are real functions of real variables. For such functions, the domain and co-domain are sets of real numbers. Functions are usually defined by a formula for f(x) in terms of x. For example, the formula f(x) = x², defines the 'squaring function' that maps each real number x to its square x². Functions, broadly speaking, have 2 types of variables: - **dependent variable:** The variable associated with the *range* of a relation. For a function f with rule y = f(x), y is the dependent variable. - **independent variable:** The variable associated with the *domain* of a relation. For a function f with rule y = f(x), x is the independent variable. See also: correspondence, domain, range, variable."
Mathematics,Function machine,"A **function machine** is an algorithmic process that takes an input, applies an operation (or operations) and results in an output. A simple diagrammatical representation is below: (See diagram in Mathematics Glossary document on VCAA website) ----------------------------------------------------------------------- **Input** **Output** ----------------------------------- ----------------------------------- 0 3 1 5 2 7 3 9 4 11 ----------------------------------------------------------------------- For example, a function machine and an accompanying table of values could be: This could be represented by the rule y = 2x + 3 where x is the input and y the output. See also: function, inverse machine."
Mathematics,Geometric patterns,**Geometric patterns** are patterns formed by a series of shapes. They may be repeating or growing patterns that change in predicted ways that can be generalised. Tessellations are geometric patterns formed by transforming shapes.
Mathematics,"Golden ratio (phi, ϕ)","Consider 2 quantities a and b, where a \> b. The **golden ratio** (represented by the Greek letter phi *ϕ* ) is the irrational number whose value is given by the proportion when the ratio of the 2 quantities a:b is the same as the ratio of their sum a + bto the larger of the 2 quantities:\ that is,a + b :a = a :b. This can be shown geometrically in the figure below. The golden ratio is given by the proportion\ *AC* : *AB* = *AB* : *BC* where *A* and *C* are the endpoints of a line segment and *B* is the point on the line segment between *A* and *C* such that *AC* : *AB* = *AB* : *BC*. It is called the golden ratio as it is believed to represent a proportion of lengths that is aesthetically attractive to the human eye in art and design contexts. It also appears in some patterns in nature. The exact value of *ϕ* is *ϕ* = 1/2(1 + √(5)) and its approximate value is 1.618 correct to 3 decimal places. The decimal expansion for *ϕ* to 100 significant figures is: 1.618033988749894848204586834365638117720309179805762862135448622705260462818902449707207204189391137. The digits in this decimal expansion do not display any recurring pattern, a property that distinguishes irrational numbers from rational numbers. See also: irrational number."
Mathematics,Gradient,"If A(x₁,y₁) and points B(x₂,y₂) are points in the plane where x₂ -- x₁ ≠ 0, the **gradient** of the line segment (interval) *AB* is given by *AB* = rise/run = y₂ - y₁/x₂ - x₂ This is illustrated in the diagram below: (See diagram in Mathematics Glossary document on VCAA website) The **gradient of a line** is the gradient of any line segment that the line contains. See also: line, line segment."
Mathematics,Graph,"A **graph** is a visual representation of data or functions. Cartesian graphs of functions and relations are plots of ordered pairs of values (x, y) that represent the function, or relation, relative to the x and ycoordinate axes and the fixed origin (0, 0). Statistical graphs include dot plots, box and whisker plots, bar graphs and histograms. See also: Cartesian coordinate system."
Mathematics,Greatest common divisor (gcd),See: highest common factor (hcf).
Mathematics,Greatest common factor (gcf),See: highest common factor (hcf).
Mathematics,Grid coordinate system,The **grid coordinate system** is a system for referencing location within a space using labelled horizontal and vertical grid lines. Locations are defined using a set of coordinates that indicate points in the plane where 2 grid lines meet. (See diagram in Mathematics Glossary document on VCAA website)
Mathematics,Grid reference,"Most commonly used to refer to the alpha-numeric coordinates used to locate a position on a grid or map. In the grid below, Tarneit is found at grid reference B4. (See diagram in Mathematics Glossary document on VCAA website)"
Mathematics,Grouping,"**Grouping** is a process of partitioning a set into subsets according to a given criterion: for example, a class of students according to eye colour. Equal grouping means each subset has the same number of elements."
Mathematics,Growing pattern,"A **growing pattern** is a pattern where each term is either an increase or a decrease on the previous term. Change from term to term is predictable if the pattern is growing additively, multiplicatively or exponentially."
Mathematics,Growth,"**Growth** is a measure of the increase in value of the dependent variable of a function as the value of the independent variable increases: for example, the length of a spring when weights are added."
Mathematics,Guided statistical investigation,"A **guided statistical investigation** is a teacher-led, scaffolded approach to the statistical investigation process including collecting, representing and analysing data, interpreting and communicating results."
Mathematics,Heuristic,"The word **heuristic** comes from the Greek verb meaning 'to discover'. In mathematics, a heuristic technique (often shorted to heuristic) refers to any of a number of different ways to go about solving a problem, learning and discovering. Heuristics can refer to the study or practice of these methods."
Mathematics,Highest common factor (hcf),"Also called the **greatest common divisor** (gcd) or **greatest common factor** (gcf), the **highest common factor** (hcf) of a given set of natural numbers is the common divisor of the set that is greater than each of the other common divisors. For example, since 1, 2, 3 and 6 are the common factors of 24, 54 and 66, this means that 6 is the highest common factor. Any fraction can be expressed in simplest terms by dividing its numerator and denominator by their highest common factor. See also: fraction."
Mathematics,Histogram,"A **histogram** is a statistical graph for displaying the frequency distribution of continuous data. It is also a graphical representation of the information contained in a frequency table. In a histogram, class frequencies are represented by the areas of rectangles centred on each class interval. The class frequency is proportional to the rectangle's height when the class intervals are all of equal width. The histogram below displays the frequency distribution of the heights (in cm) of a sample of 42 people with class intervals of width 5 cm. (See diagram in Mathematics Glossary document on VCAA website)(See diagram in Mathematics Glossary document on VCAA website) See also: frequency."
Mathematics,Hyperbola (rectangular hyperbola),"A **hyperbola** is the non-connected intersection of a double cone and a plane. The rectangular hyperbola has perpendicular axes (or asymptotes). The function f(x) = 1/x is an example of a rectangular hyperbola, as shown below: (See diagram in Mathematics Glossary document on VCAA website) See also: asymptote."
Mathematics,Hypotenuse,The **hypotenuse** is the longest side of a triangle in a right-angled triangle (opposite the right angle as shown). (See diagram in Mathematics Glossary document on VCAA website) See also: trigonometry.
Mathematics,Identity,"An **identity** is an equation that is true for all values of the variables involved over their natural domain: for example, (a + b)² = (a + b)(a + b) = a² + 2ab + b² for all real numbers a and b."
Mathematics,Identity (element),"An element of a set that, when combined (using a given operation) with any other element of the set, leaves that element unchanged is an **identity**. For example, 0 is the identity element for addition of natural numbers, since for any natural number n it is the case that 0 + n = n and n + 0 = n. Similarly, 1 is the identity element for multiplication of natural numbers, since for any natural number n it is the case that 1 × n = n and n × 1 = n. See also: addition, multiplication, zero."
Mathematics,Image (geometry),"In geometry, the **image** is a result of a transformation. See also: transformation."
Mathematics,Implication,An **implication** is a statement of the form *if \... then .*.. An implication is understood to be *true* unless the *first* part of the statement is *true* but the *second* part of the statement is *false*.
Mathematics,Implementation,**Implementation** is the process of translating an algorithm into a coding language.
Mathematics,Improper fraction,"An **improper fraction** is a fraction where the numerator is greater than or equal to the denominator: for example, 7/5 is an improper fraction, where as 5/7 is a proper fraction."
Mathematics,Inclusion (subset),"A set *A* is a **subset** of another set *B* if all the elements of *A* are also elements of *B*. For example, if *A* = {vowels} and *B* = {letters of the alphabet} then *A* is a (proper) subset of *B*, written symbolically as *A* ⊂ *B*. In the case where *A* is required to be a subset of *B*, but may include *all* the elements of *B* then this is represented symbolically by *A* ⊆ *B*."
Mathematics,Independent event,"Two events are **independent** if knowing the outcome of one event tells us nothing about the outcome of the other event. We can express this, for example, as Pr(A) = Pr⁡(A). This means that the probability of *A* given *B* is equal to the probability of *A*, that is, event *B* has no bearing on the probability of event *A* occurring. See also: probability."
Mathematics,Index,"See: exponent, exponent laws, logarithm."
Mathematics,Index laws,See: exponent.
Mathematics,Indices,Plural. See: exponent.
Mathematics,Inequality,"An **inequality** is a mathematical expression containing the terms 'less than', 'less than or equal to', 'greater than', or 'greater than or equal to' their respective symbolic representations '\<', '≤', '\>' and '≥'. For example, 'the set of prime numbers less than or equal to 29', is an inequality, as is the expression 2y ≥ x² where x and y are real numbers. Inequalities can also be represented on a number line where closed dots represent numbers included in an interval and open dots numbers not included. For example, the inequality\ - 1≤x \< 3 could be represented on a number line as: (See diagram in Mathematics Glossary document on VCAA website) See also: number line."
Mathematics,Inference,"An **inference** is an assertion made on the basis of analysis from given data or propositions; for example, on the basis of the weather patterns observed over several years, a farmer might infer that it is likely to be a hot summer. See also: data, proposition."
Mathematics,Infinite,"The set of natural numbers *N* = {0, 1, 2, 3 \...} is an example of an **infinite** set. There are many examples of infinite sets, the set of all prime numbers is an infinite set (there is no largest prime number). The set of natural numbers, *N*, is an example of an infinite set that has a smallest element, 0, but no largest element. The set of integers *Z* = {\... −3, −2, −1, 0, 1, 2, 3 \...} is an example of an infinite set that has no smallest or largest element. The set {0.9, 0.99, 0.999, 0.9999, \... , 1} is an example of an infinite set that has both a smallest element, 0.9, and a largest element, 1. It is *not* possible for the elements of any infinite set to be put in a one-to-one correspondence with the elements of a set of the form {0, 1, 2, 3, \... , n } where n is a natural number. See also: correspondence, natural numbers."
Mathematics,Informal unit,"An **informal unit** is one where the value is decided on in a given context: for example, the use of a pace to measure distance or the use of a cupped hand to measure capacity of rice for a meal (irregular informal units). An informal unit may also be regular, such as the use of paperclips to measure length or a drinking glass to measure a small amount of a substance (capacity). Informal units are not part of a standardised system of units for measurement."
Mathematics,Integer,"An **integer** is an element of the infinite set of numbers Z = {\... - 3, - 2, - 1, 0, 1, 2, 3 \...}."
Mathematics,Intercept (graphs),"The point at which a curve or function crosses an axis or other curve in the plane is an **intercept**. Specifically, - the x -intercept is the point at which a curve crosses the x-axis (y = 0), and - the y -intercept is the point at which a curve crosses the y-axis (x = 0). See also: x-axis, y-axis."
Mathematics,Interior angle,"For polygons, angles formed by 2 adjacent side within the polygon are **interior** **angles**. Interior angles are also the 4 angles formed when a transversal cuts through 2 straight lines. The angles formed at the intersection of the transversal and the 2 lines, and located between the 2 lines, are the interior angles. See also: polygon, transversal."
Mathematics,Interpolation,"**Interpolation** is working within known data to make predictions between these data values: for example, working between 2 known points on a graph to predict a value in between these points."
Mathematics,Interquartile range (IQR),"The **interquartile range** (IQR) is a measure of the spread within a numerical data set. It is equal to the upper quartile (Q~3~) minus the lower quartile (Q~1~): that is, IQR = Q~3~ -- Q~1~. The IQR is the width of an interval that contains the middle 50% (approximately) of the data values. To be exactly 50%, the sample size must be a multiple of 4. See also: five-number summary, numerical data."
Mathematics,Intersection (set),"Given 2 sets A and B, their **intersection**, written A ∩ B, is the set of all elements common to both sets. If A and B have no elements in common, their intersection is the empty set { }. For example, if A = { a , b , d , z } and B = { a , c , x , y , z } then A ∩ B = { a , z }; however, if C = { m , n } then A ∩ C = { }."
Mathematics,Interval (in R),"An **interval** is a continuous subset of the real number line: for example 'the set of all real numbers greater than or equal to 10' that can also be written as {x:x≥10,x∈R} or simply as x≥10 when it is assumed that x is a real number. Alternatively, the interval notation \[10, ∞) can be used. Similarly, the interval between --1.5 and 2.3 not inclusive of these 2 values can be specified as {x: - 1.5\<x\<2.3,x∈R} or simply as - 1.5\<x\<2.3 when it is assumed that x is a real number. The corresponding interval notation is (--1.5, 2.3)."
Mathematics,Invariance,"**Invariance** is the property of not changing under a process such as transformation: for example, the points on a mirror line are invariant under the transformation of reflection in that mirror line. If a person touches a mirror with their finger, then the point of contact will be invariant under reflection in the mirror; all other points on their image will have left- and right-hand senses reversed. See also: transformation."
Mathematics,Inverse,"For each element of a set, its **inverse** with respect to a given operation defined on the set is the element in the set that, when they are combined using the operation, results in the identity element. For example, the inverse of the integer + 4 with respect to the operation of addition is the integer −4 since + 4 + (−4) = 0 and −4 + (+ 4) = 0 (with zero being the additive identity). The inverse of the rational number 2/3 with respect to the operation of multiplication is the rational number 3/2 since 2/3 × 3/2 = 1 (where 1 is the multiplicative identity). See also: identity, inverse machine."
Mathematics,Inverse machine,"An **inverse machine** is a function machine that applies inverse operations to an input when compared to the original function machine. For example, for a function machine that takes an input and multiplies it by 2 for the output, the inverse machine would take an input and divide by 2 for the output. This could be represented by the diagram below: See also: function machine, inverse."
