Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
Levels 9 and 10,VC2HH10K37,VCHHK151,"Significance of the Universal Declaration of Human Rights, including Australia’s involvement in the development of the declaration",Refined,Refined
Levels 9 and 10,VC2HH10K38,VCHHK157,"The globalising world
Students investigate one major global influence that has shaped Australian society, including the development of the global influence during the twentieth century.
Choose at least one of the following:
Popular culture
The Environment movement
Migration experiences
Political Crisis
Effects of significant post-World War II world events and developments on one major global influence that shaped change in Australian societyCauses and developments of the major global influences on Australia (VCHHK158)
Effects of significant post-World War II world events and developments on one major global influence that shaped change in Australian society",Updated,Refined language to better suit updated sub-strand
Levels 9 and 10,VC2HH10K38,VCHHK158,"The globalising world
Students investigate one major global influence that has shaped Australian society, including the development of the global influence during the twentieth century.
Choose at least one of the following:
Popular culture
The Environment movement
Migration experiences
Political Crisis
Effects of significant post-World War II world events and developments on one major global influence that shaped change in Australian society (VCHHK157)
Causes and developments of the major global influences on AustraliaEffects of significant post-World War II world events and developments on one major global influence that shaped change in Australian society (VCHHK157)",Updated,Refined language to better suit updated sub-strand
Levels 9 and 10,VC2HH10K38,VCHHK157,"The globalising world
Students investigate one major global influence that has shaped Australian society, including the development of the global influence during the twentieth century.
Choose at least one of the following:
Popular culture
The Environment movement
Migration experiences
Political Crisis
Effects of significant post-World War II world events and developments on one major global influence that shaped change in Australian societyCauses and developments of the major global influences on Australia (VCHHK158)
Effects of significant post-World War II world events and developments on one major global influence that shaped change in Australian society",Updated,Refined language to better suit updated sub-strand
Levels 9 and 10,VC2HH10K39,,,New,New content description
Levels 9 and 10,VC2HH10K40,VCHHK160,The perspectives of people and different historical interpretations and debates from the period,Updated,"Segmented one content description across 2 content descriptions, given their distinct focus"
Levels 9 and 10,VC2HH10K41,,,New,"Segmented one content description across 2 content descriptions, given their distinct focus"
Levels 9 and 10,VC2HH10S01,,,New,New content description
Levels 9 and 10,VC2HH10S02,VCHHC121,Sequence significant events in chronological order to support analysis of the causes and effects of these events and identify the changes they brought about,Refined,Added historical skills and concepts
Levels 9 and 10,VC2HH10S03,VCHHC123,"Analyse and corroborate sources and evaluate their accuracy, usefulness and reliability",Updated,Split one content description into 2
Levels 9 and 10,VC2HH10S04,VCHHC123,"Analyse and corroborate sources and evaluate their accuracy, usefulness and reliability",Updated,Split one content description into 2
Levels 9 and 10,VC2HH10S05,,,New,New content description
Levels 9 and 10,VC2HH10S06,VCHHC125,Evaluate different historical interpretations and contested debates,Refined,Refined
Levels 9 and 10,VC2HH10S07,VCHHC122,"Analyse and evaluate the broad patterns of change over the period 1750–presentAnalyse the different perspectives of people in the past and evaluate how these perspectives are influenced by significant events, ideas, location, beliefs and values (VCHHC124)
Identify and evaluate patterns of continuity and change in the development of the modern world and Australia (VCHHC126)",Updated,Combined 3 content descriptions into one; updated command term to ensure progression across bands
Levels 9 and 10,VC2HH10S07,VCHHC124,"Analyse and evaluate the broad patterns of change over the period 1750–present (VCHHC122)
Analyse the different perspectives of people in the past and evaluate how these perspectives are influenced by significant events, ideas, location, beliefs and valuesIdentify and evaluate patterns of continuity and change in the development of the modern world and Australia (VCHHC126)",Updated,Combined 3 content descriptions into one; updated command term to ensure progression across bands
Levels 9 and 10,VC2HH10S07,VCHHC126,"Analyse and evaluate the broad patterns of change over the period 1750–present (VCHHC122)
Analyse the different perspectives of people in the past and evaluate how these perspectives are influenced by significant events, ideas, location, beliefs and values (VCHHC124)
Identify and evaluate patterns of continuity and change in the development of the modern world and Australia",Updated,Combined 3 content descriptions into one; updated command term to ensure progression across bands
Levels 9 and 10,VC2HH10S08,VCHHC127,"Analyse the long term causes, short term triggers and the intended and unintended effects of significant events and developments",Refined,Simplified language
Levels 9 and 10,VC2HH10S09,VCHHC128,"Evaluate the historical significance of an event, idea, individual or place",Refined,Refined
Levels 9 and 10,VC2HH10S10,,,New,New content description
