SubjectArea,Subject,Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
English,English,Year 1,VC2E1LY03,VCELA204,"Manipulate phonemes by addition, deletion and substitution of initial, medial and final phonemes to generate new words",Updated,Merged 2 content descriptions to avoid duplication and create specificity
English,English,Year 1,VC2E1LY04,VCELA181,"Recognise short vowels, common long vowels and consonant digraphs, and consonant blends",Refined,Refined
English,English,Year 1,VC2E1LY05,VCELA183,"Understand that a letter can represent more than one sound, and that a syllable must contain a vowel sound",Refined,No change
English,English,Year 1,VC2E1LY06,VCELA182,Understand how to spell one and two syllable words with common letter patterns,Refined,Refined
English,English,Year 1,VC2E1LY07,VCELA184,"Understand how to use visual memory to write high-frequency words, and that some high-frequency words have regular and irregular spelling components",Refined,Refined and clarified
English,English,Year 1,VC2E1LY08,VCELA191,Recognise and know how to use simple grammatical morphemes in word families,Refined,Refined
English,English,Year 1,VC2E1LY09,VCELY187,"Read texts with familiar features and structures using developing phrasing, fluency, phonic, semantic, contextual, and grammatical knowledge and emerging text processing strategies, including prediction, monitoring meaning and rereading",Refined,Refined
English,English,Year 1,VC2E1LY10,VCELY185,Respond to texts drawn from a range of cultures and experiences,Refined,Refined
English,English,Year 1,VC2E1LY11,VCELY188,"Describe some differences between imaginative, informative and persuasive texts, and identify the audience of imaginative, informative and persuasive texts",Refined,Refined
English,English,Year 1,VC2E1LY12,VCELY186,"Use comprehension strategies to build literal and inferred meaning about key events, ideas and information in texts that they listen to, view and read by drawing on growing knowledge of context, text structures and language features",Refined,Refined
English,English,Year 1,VC2E1LY13,VCELY194,"Create short imaginative and informative texts that show emerging use of appropriate text structure, sentence-level grammar, word choice, spelling, punctuation and appropriate multimodal elements",Refined,Refined
English,English,Year 1,VC2E1LY14,VCELY195,"Reread student's own texts and discuss possible changes to improve meaning, spelling and punctuation",Refined,Refined
English,English,Year 1,VC2E1LY15,VCELY196,Understand how to use learned formation patterns to represent sounds and write words using combinations of unjoined upper- and lower-case letters,Refined,Refined
English,English,Year 1,,VCELY197,Construct texts that incorporate supporting images using software including word processing programs,Removed,Removed
English,English,Year 2,VC2E2LA01,VCELA235,Understand that language varies when people take on different roles in social and classroom interactions and how the use of key interpersonal language resources varies depending on context,Refined,Refined
English,English,Year 2,VC2E2LA02,VCELA236,Identify language that can be used for appreciating texts and the qualities of people and things,Refined,Refined
English,English,Year 2,,VCELA234,"Understand that spoken, visual and written forms of language are different modes of communication with different features and their use varies according to the audience, purpose, context and cultural background",Removed,Removed
English,English,Year 2,VC2E2LA03,VCELA212,Understand that different types of texts have identifiable text structures and language features that help the text serve its purpose,Refined,Refined
English,English,Year 2,VC2E2LA04,VCELA224,"Understand how texts are made cohesive by the use of resources, including word associations, synonyms, and antonyms",Refined,Refined
English,English,Year 2,VC2E2LA05,VCELA213,"Know some features of text organisation including page and screen layouts, alphabetical order, and different types of diagrams",Refined,Refined
English,English,Year 2,VC2E2LA06,VCELA214,Understand that simple connections can be made between ideas by using a compound sentence with two or more clauses usually linked by a coordinating conjunction,Refined,Refined
English,English,Year 2,VC2E2LA07,VCELA216,"Understand that nouns represent people, places, things and ideas and include common, proper, concrete or abstract, and that noun groups/phrases can be expanded using articles and adjectives",Refined,Refined
English,English,Year 2,VC2E2LA08,VCELA215,"Identify visual representations of characters’ actions, reactions, speech and thought processes in  narratives, and consider how these images  add to or contradict or multiply the meaning of accompanying words",Refined,Refined
English,English,Year 2,VC2E2LA09,VCELA237,Understand the use of vocabulary about familiar and new topics and experiment with and begin to make conscious choices of vocabulary to suit audience and purpose,Refined,Refined
English,English,Year 2,VC2E2LA10,VCELA225,Recognise that capital letters signal proper nouns and commas are used to separate items in lists,Refined,Refined
English,English,Year 2,VC2E2LE01,VCELT240,"Discuss how depictions of characters in print, sound and images reflect the contexts in which they were created",Refined,Refined
English,English,Year 2,VC2E2LE02,VCELT242,"Compare opinions about characters, events and settings in and between texts",Updated,Merged 2 content descriptions and refined
English,English,Year 2,VC2E2LE02,VCELT241,"Identify aspects of different types of literary texts that entertain, and give reasons for personal preferences",Updated,Merged 2 content descriptions and refined
English,English,Year 2,VC2E2LE03,VCELT219,Discuss the characters and settings of different texts and explore how language is used to present these features in different ways,Refined,Refined
English,English,Year 2,VC2E2LE04,VCELT243,"Identify, reproduce and experiment with rhythmic, sound and word patterns in poems, chants, rhymes and songs",Refined,No change
English,English,Year 2,VC2E2LE05,VCELT228,Create events and characters using different media that develop key events and characters from literary texts,Updated,Merged 2 content descriptions and refined
English,English,Year 2,VC2E2LE05,VCELT229,"Build on familiar texts by experimenting with character, setting or plot",Updated,Merged 2 content descriptions and refined
English,English,Year 2,VC2E2LY01,VCELY244,"Listen for specific purposes and information, including instructions, and extend students’ own and others' ideas in discussions through initiating topics, making positive statements, and voicing disagreement in an appropriate manner",Refined,Refined
English,English,Year 2,VC2E2LY02,VCELY245,"Rehearse and deliver short presentations on familiar and new topics, speaking clearly and varying tone, volume and pace appropriately, and using supportive props",Refined,Refined
English,English,Year 2,VC2E2LY03,VCELA238,"Manipulate more complex sounds in spoken words through knowledge of blending and segmenting sounds, phoneme deletion and substitution",Refined,Refined
English,English,Year 2,VC2E2LY04,VCELA218,"Recognise most letter–sound matches including silent letters, trigraphs, vowel digraphs and common long vowels, and understand that a sound can be represented by various letter combinations",Refined,Refined
English,English,Year 2,VC2E2LY05,VCELA227,Use visual memory to write high-frequency words and words where spelling is not predictable from the sounds,Refined,Refined
English,English,Year 2,VC2E2LY06,VCELA217,Learn some generalisations for adding suffixes to words,Refined,Refined
English,English,Year 2,,VCELA239,"Identify all Standard Australian English phonemes, including short and long vowels, separate sounds in clusters",Removed,Removed and incorporated into other content descriptions
English,English,Year 2,,VCELA226,"Understand how to use digraphs, long vowels, blends, silent letters and syllabification to spell simple words including compound words",Removed,Removed and incorporated into other content descriptions
English,English,Year 2,VC2E2LY07,VCELY221,"Read familiar and some unfamiliar texts with phrasing and fluency by combining phonic, semantic, contextual and grammatical knowledge using text processing strategies, including monitoring meaning, predicting, rereading and self-correcting",Refined,Moved into a separate sub-strand and refined
English,English,Year 2,VC2E2LY08,VCELY220,"Discuss different texts on a similar topic, identifying similarities and differences between the texts",Refined,Refined
English,English,Year 2,VC2E2LY09,VCELY223,"Analyse how different texts use nouns to represent people, places, things and ideas in particular ways",Refined,Changed focus
English,English,Year 2,VC2E2LY10,VCELY222,"Use comprehension strategies to build literal and inferred meaning and begin to analyse texts by drawing on growing knowledge of context, language and visual features and print and multimodal text structures",Refined,Refined
English,English,Year 2,VC2E2LY11,VCELY230,"Create short imaginative, informative and persuasive texts using growing knowledge of text structures and language features for familiar and some less familiar audiences, selecting print and multimodal elements appropriate to the audience and purpose",Refined,Refined
English,English,Year 2,VC2E2LY12,VCELY231,"Reread and edit text for spelling, sentence-boundary punctuation and text structure",Refined,No change
English,English,Year 2,VC2E2LY13,VCELY232,Write words and sentences legibly using upper- and lower-case letters that are applied with growing fluency using an appropriate pen/pencil grip and body position,Refined,Refined
English,English,Year 2,,VCELY233,"Construct texts featuring print, visual and audio elements using software, including word processing programs",Removed,Removed
English,English,Year 3,VC2E3LA01,VCELA271,"Understand that successful cooperation with others depends on shared use of social conventions, including turn-taking patterns, and forms of address that vary according to the degree of formality in social situations",Refined,Refined
English,English,Year 3,VC2E3LA02,VCELA272,Examine how evaluative language can be varied to be more or less forceful,Refined,Refined
English,English,Year 3,,VCELA270,"Understand that languages have different written and visual communication systems, different oral traditions and different ways of constructing meaning",Removed,Removed
English,English,Year 3,VC2E3LA03,VCELA246,"Understand how different types of texts vary in use of language choices, depending on their purpose, audience and context, including tense and types of sentences",Refined,Refined
English,English,Year 3,VC2E3LA04,VCELA259,Understand that paragraphs are a key organisational feature of written texts,Refined,Refined
English,English,Year 3,VC2E3LA05,VCELA247,Identify the features of online texts that enhance navigation,Refined,Refined
English,English,Year 3,VC2E3LA06,VCELA261,Understand that a clause is a unit of grammar usually containing a subject and a verb and that these need to be in agreement,Refined,Refined
English,English,Year 3,VC2E3LA07,VCELA262,"Understand that verbs represent different processes (doing, thinking, saying, and relating) and that these processes are anchored in time through tense",Refined,Refined
English,English,Year 3,VC2E3LA08,VCELY258,"Analyse how different texts use verb groups to represent different processes (action, thinking, feeling, saying, relating)",Updated,Split from the content description above for specificity
English,English,Year 3,VC2E3LA09,,,New,New to Version 2.0; included for specificity
English,English,Year 3,VC2E3LA10,VCELA248,"Identify the effect on audiences of techniques, including shot size, vertical camera angle and layout in picture books, advertisements and film segments",Refined,Refined
English,English,Year 3,VC2E3LA11,VCELA273,Learn extended and technical vocabulary and ways of expressing opinion including modal verbs and adverbs,Refined,Refined
English,English,Year 3,VC2E3LA12,VCELA260,Know that word contractions are a feature of informal language and that apostrophes of contraction are used to signal missing letters,Refined,Refined
English,English,Year 3,VC2E3LE01,VCELT274,"Discuss texts in which characters, events and settings are portrayed in different ways, and speculate on the authors’ reasons",Refined,Refined
English,English,Year 3,VC2E3LE02,VCELT274,"Discuss texts in which characters, events and settings are portrayed in different ways, and speculate on the authors’ reasons",Updated,Refined
English,English,Year 3,VC2E3LE02,VCELT252,Develop criteria for establishing personal preferences for literature,Updated,Refined
English,English,Year 3,VC2E3LE03,VCELT253,"Discuss how language is used to describe the settings in texts, and explore how the settings shape the events and influence the mood of the narrative",Refined,Refined
English,English,Year 3,VC2E3LE04,VCELT254,"Discuss the nature and effects of some language devices used to enhance meaning and shape the reader’s reaction, including rhythm and onomatopoeia in poetry and prose",Refined,Refined
English,English,Year 3,VC2E3LE05,VCELT264,"Create imaginative texts based on characters, settings and events from students’ own and other cultures including through the use of visual features",Updated,Refined and merged 2 content descriptions
English,English,Year 3,VC2E3LE05,VCELT265,Create texts that adapt language features and patterns encountered in literary texts,Updated,Refined and merged 2 content descriptions
English,English,Year 3,VC2E3LY01,VCELY275,"Listen to and contribute to conversations and discussions to share information and ideas and negotiate in collaborative situations and use interaction skills, including active listening and clear, coherent communications",Refined,Refined
English,English,Year 3,VC2E3LY02,VCELY276,"Plan and deliver short presentations, providing some key details in logical sequence, using appropriate tone, pace, pitch and volume",Refined,Refined
English,English,Year 3,VC2E3LY03,VCELA249,"Understand how to apply knowledge of letter–sound relationships, and blending and segmenting to read and use more complex words with less common consonant and vowel clusters",Refined,Refined
English,English,Year 3,VC2E3LY04,VCELA250,"Recognise most high-frequency words, know how to use common prefixes and suffixes, and know some homophones and generalisations for adding a suffix to a base word",Refined,Refined
English,English,Year 3,VC2E3LY05,VCELA263,Understand how to use letter–sound relationships and less common letter combinations to spell words,Refined,Refined
English,English,Year 3,VC2E3LY06,VCELA250,"Recognise most high-frequency words, know how to use common prefixes and suffixes, and know some homophones and generalisations for adding a suffix to a base word",Refined,Refined
English,English,Year 3,VC2E3LY07,VCELY256,"Read an increasing range of imaginative, informative and persuasive texts by combining phonic, semantic, contextual and grammatical knowledge, using text processing strategies, including confirming, rereading and cross-checking",Refined,Refined
English,English,Year 3,VC2E3LY08,VCELY255,Identify the point of view in a text and suggest alternative points of view,Refined,Refined
English,English,Year 3,VC2E3LY09,VCELY258,"Analyse how different texts use verb groups to represent different processes (action, thinking, feeling, saying, relating)",Refined,Change of focus
English,English,Year 3,VC2E3LY10,VCELY257,"Use comprehension strategies to build literal and inferred meaning and begin to evaluate texts by drawing on a growing knowledge of context, text structures and language features",Refined,Refined
English,English,Year 3,VC2E3LY11,VCELY266,"Plan, draft and publish imaginative, informative and persuasive texts demonstrating increasing control over text structures and language features and selecting print and multimodal elements appropriate to the audience and purpose",Refined,Refined
English,English,Year 3,VC2E3LY12,VCELY267,"Reread and edit texts for meaning,  appropriate structure, grammatical choices and punctuation",Refined,No change
English,English,Year 3,VC2E3LY13,VCELY268,Understand the conventions for writing words and sentences using joined letters that are clearly formed and consistent in size,Refined,Refined
English,English,Year 3,,VCELY269,"Use software including word processing programs with growing speed and efficiency to construct and edit texts featuring visual, print and audio elements",Removed,Removed
English,English,Year 4,VC2E4LA01,VCELA304,Understand that social interactions influence the way people engage with ideas and respond to others,Refined,Refined
English,English,Year 4,VC2E4LA02,VCELA305,Understand differences between the language of opinion and feeling and the language of factual reporting or recording,Refined,Refined
English,English,Year 4,,VCELA303,"Understand that Standard Australian English is one of many social dialects used in Australia, and that while it originated in England it has been influenced by many other languages",Removed,Removed
English,English,Year 4,VC2E4LA03,VCELA277,"Identify features used in imaginative, informative and persuasive texts to meet the purpose of the text, and understand how texts vary in complexity and technicality depending on the approach to the topic, the purpose and the intended audience",Refined,Refined
English,English,Year 4,VC2E4LA04,VCELA290,Understand how texts are made cohesive through the use of linking devices including pronoun reference and text connectives,Refined,Refined
English,English,Year 4,VC2E4LA05,VCELA278,"Identify features of online texts that enhance readability including text, navigation, links, graphics and layout",Refined,Refined
English,English,Year 4,VC2E4LA06,VCELA292,Understand that the meaning of sentences can be enriched through the use of noun groups/phrases and verb groups/phrases and prepositional phrases,Refined,Refined
English,English,Year 4,VC2E4LA07,VCELA280,Understand how adverb groups/phrases and prepositional phrases work in different ways to provide circumstantial details about an activity,Refined,No change
English,English,Year 4,VC2E4LA08,,,New,Added for specificity and clarity
English,English,Year 4,VC2E4LA09,VCELA279,"Explore the effect of choices when framing an image, placement of elements in the image, and salience on composition of still and moving images in a range of types of texts",Refined,Refined
English,English,Year 4,VC2E4LA10,VCELA293,"Incorporate new vocabulary from a range of sources, including vocabulary encountered in research, into own texts",Refined,Refined
English,English,Year 4,VC2E4LA11,VCELA291,"Recognise how quotation marks are used in texts to signal dialogue, titles and quoted (direct) speech",Refined,Refined
English,English,Year 4,VC2E4LA12,VCELA281,Investigate how quoted (direct) and reported (indirect) speech work in different types of text,Updated,Merged 2 content descriptions and refined
English,English,Year 4,VC2E4LA12,VCELA291,"Recognise how quotation marks are used in texts to signal dialogue, titles and quoted (direct) speech",Updated,Merged 2 content descriptions and refined
English,English,Year 4,VC2E4LE01,VCELT282,"Make connections between the ways different authors may represent similar storylines, ideas and relationships",Refined,Refined
English,English,Year 4,VC2E4LE02,VCELT306,"Discuss literary experiences with others, sharing responses and expressing a point of view",Updated,Merged 2 content descriptions and refined
English,English,Year 4,VC2E4LE02,VCELT283,"Describe the effects of ideas, text structures and language features of literary texts",Updated,Merged 2 content descriptions and refined
English,English,Year 4,VC2E4LE03,VCELT284,"Discuss how authors and illustrators make stories exciting, moving and absorbing and hold readers’ interest by using various techniques",Refined,Refined
English,English,Year 4,VC2E4LE04,VCELT285,"Understand, interpret and experiment with a range of devices and deliberate word play in poetry and other literary texts",Refined,Refined
English,English,Year 4,VC2E4LE05,VCELT297,"Create literary texts by developing storylines, characters and settings",Updated,Merged 2 content descriptions and refined
English,English,Year 4,VC2E4LE05,VCELT298,Create literary texts that explore students’ own experiences and imagining,Updated,Merged 2 content descriptions and refined
English,English,Year 4,VC2E4LY01,VCELY307,Interpret ideas and information in spoken texts and listen for key points in order to carry out tasks and use information to share and extend ideas and use interaction skills,Refined,Refined
English,English,Year 4,VC2E4LY02,VCELY308,"Plan, rehearse and deliver presentations incorporating learned content and taking into account the particular audiences and purposes such as informative, persuasive and imaginative, including multimodal elements",Refined,Refined
English,English,Year 4,VC2E4LY03,VCELA294,Understand how to use phonic generalisations to identify and write words with more complex letter combinations,Refined,Refined
English,English,Year 4,VC2E4LY04,VCELA295,"Understand how to use  spelling patterns and generalisations including syllabification, letter combinations including double letters, and morphemic knowledge to build word families",Refined,Refined
English,English,Year 4,VC2E4LY05,VCELA296,Recognise homophones and know how to use context to identify correct spelling,Refined,Refined
English,English,Year 4,VC2E4LY06,VCELY287,"Read different types of texts for specific purposes by combining phonic, semantic, contextual and grammatical knowledge using text processing strategies, including monitoring meaning, skimming, scanning and reviewing",Refined,"Refined and moved from Analysing, interpreting and evaluating to highlight skill"
English,English,Year 4,VC2E4LY07,VCELY286,"Identify and explain language features of texts from earlier times and compare with the vocabulary, images, layout and content of contemporary texts",Refined,Refined
English,English,Year 4,VC2E4LY08,VCELY289,Compare and evaluate two texts presenting the same ideas and analyse why one is more comprehensible or engaging than the other,Refined,Refined
English,English,Year 4,VC2E4LY09,VCELY288,"Use comprehension strategies to build literal and inferred meaning to expand content knowledge, integrating and linking ideas and analysing and evaluating texts",Refined,Refined
English,English,Year 4,VC2E4LY10,VCELY299,"Plan, draft and publish imaginative, informative and persuasive texts containing key information and supporting details for a widening range of audiences, demonstrating increasing control over text structures and language features",Refined,Refined
English,English,Year 4,VC2E4LY11,VCELY300,"Reread and edit for meaning by adding, deleting or moving words or word groups to improve content and structure",Refined,No change
English,English,Year 4,VC2E4LY12,VCELY301,"Handwrite using clearly-formed joined letters, and develop increased fluency and automaticity",Refined,Refined
English,English,Year 4,,VCELY302,"Use a range of software including word processing programs to construct, edit and publish written text, and select, edit and place visual, print and audio elements",Removed,Removed
English,English,Year 5,VC2E5LA01,VCELA334,Understand that patterns of language interaction vary across social contexts and types of texts and that they help to signal social roles and relationships,Refined,Refined
English,English,Year 5,VC2E5LA02,VCELA335,Understand how to move beyond making bare assertions and take account of differing perspectives and points of view,Refined,Refined
English,English,Year 5,,VCELA333,"Understand that the pronunciation, spelling and meanings of words have histories and change over time",Removed,Removed
English,English,Year 5,VC2E5LA03,VCELA309,"Understand how texts vary in purpose, structure and topic as well as the degree of formality",Refined,Refined and different focus
English,English,Year 5,VC2E5LA04,VCELA321,Understand that the starting point of a sentence gives prominence to the message in the text and allows for prediction of how the text will unfold,Refined,Refined
English,English,Year 5,,VCELA310,"Investigate how the organisation of texts into chapters, headings, subheadings, home pages and sub pages for online texts and according to chronology or topic can be used to predict content and assist navigation",Removed,Removed
English,English,Year 5,VC2E5LA05,VCELA323,Understand the difference between main and subordinate clauses and that a complex sentence involves at least one subordinate clause,Refined,Refined
English,English,Year 5,VC2E5LA06,VCELA324,"Understand how noun groups/phrases and adjective groups/phrases can be expanded in a variety of ways to provide a fuller description of the person, place, thing or idea",Refined,Refined
English,English,Year 5,VC2E5LA07,VCELA311,"Explain sequences of images in print texts and compare these to the ways hyperlinked digital texts are organised, explaining their effect on viewers’ interpretations",Refined,Refined
English,English,Year 5,VC2E5LA08,VCELA325,"Understand the use of vocabulary to express greater precision of meaning, and know that words can have different meanings in different contexts",Refined,Refined
English,English,Year 5,VC2E5LA09,VCELA322,Understand how the grammatical category of possessives is signalled through apostrophes and how to use apostrophes with common and proper nouns,Refined,Refined
English,English,Year 5,VC2E5LE01,VCELT313,"Identify aspects of literary texts that convey details or information about particular social, cultural and historical contexts",Refined,Refined
English,English,Year 5,VC2E5LE02,VCELT336,"Present a point of view about particular literary texts using appropriate metalanguage, and reflecting on the viewpoints of others",Updated,Merged 2 content descriptions and refined
English,English,Year 5,VC2E5LE02,VCELT314,"Use metalanguage to describe the effects of ideas, text structures and language features on particular audiences",Updated,Merged 2 content descriptions and refined
English,English,Year 5,VC2E5LE03,VCELT315,"Recognise that ideas in literary texts can be conveyed from different viewpoints, which can lead to different kinds of interpretations and responses",Refined,Refined
English,English,Year 5,VC2E5LE04,VCELT316,"Understand, interpret and experiment with sound devices and imagery, including simile, metaphor and personification, in narratives, shape poetry, songs, anthems and odes",Refined,Refined
English,English,Year 5,VC2E5LE05,VCELT328,Create literary texts using realistic and fantasy settings and characters that draw on the worlds represented in texts students have experienced,Updated,Merged 2 content descriptions and refined
English,English,Year 5,VC2E5LE05,VCELT327,"Create literary texts that experiment with structures, ideas and stylistic features of selected authors",Updated,Merged 2 content descriptions and refined
English,English,Year 5,VC2E5LY01,VCELY337,"Clarify understanding of content as it unfolds in formal and informal situations, connecting ideas to students’ own experiences, and present and justify a point of view or recount an experience using interaction skills",Refined,Refined
English,English,Year 5,VC2E5LY02,VCELY338,"Participate in informal debates and plan, rehearse and deliver presentations for defined audiences and purposes incorporating accurate and sequenced content and multimodal elements",Refined,Refined
English,English,Year 5,VC2E5LY03,VCELA326,Recognise and write less familiar words that share common letter patterns but have different pronunciations,Refined,Refined
English,English,Year 5,VC2E5LY04,VCELA312,"Understand how to use banks of known words, syllabification, spelling patterns, word origins, base words, prefixes and suffixes, to spell new words, including some uncommon plurals",Refined,Refined
English,English,Year 5,VC2E5LY05,,,New,New content description
English,English,Year 5,VC2E5LY06,VCELY318,"Navigate and read imaginative, informative and persuasive texts by interpreting structural features, including tables of content, glossaries, chapters, headings and subheadings and applying appropriate text processing strategies, including monitoring meaning, skimming and scanning",Refined,Refined and moved into a new sub-strand to highlight skill
English,English,Year 5,VC2E5LY07,VCELY317,"Show how ideas and points of view in texts are conveyed through the use of vocabulary, including idiomatic expressions, objective and subjective language, and that these can change according to context",Refined,Refined
English,English,Year 5,VC2E5LY08,VCELY320,"Analyse the text structures and language features used in imaginative, informative and persuasive texts to meet the purpose of the text",Refined,Refined
English,English,Year 5,VC2E5LY09,VCELY319,"Use comprehension strategies to analyse information, integrating and linking ideas from a variety of print and digital sources",Refined,Refined
English,English,Year 5,VC2E5LY10,VCELY329,"Plan, draft and publish imaginative, informative and persuasive print and multimodal texts, choosing text structures, language features, images and sound appropriate to purpose and audience",Refined,Refined
English,English,Year 5,VC2E5LY11,VCELY330,Reread and edit own and others’ work using agreed criteria for text structures and language features,Refined,Refined
English,English,Year 5,VC2E5LY12,VCELY331,"Develop a handwriting style that is becoming legible, fluent and automatic",Refined,Refined
English,English,Year 5,,VCELY332,"Use a range of software including word processing programs to construct, edit and publish written text, and select, edit and place visual, print and audio elements",Removed,Removed
English,English,Year 6,VC2E6LA01,VCELA363,Understand that strategies for interaction become more complex and demanding as levels of formality and social distance increase,Refined,Refined
English,English,Year 6,VC2E6LA02,VCELA364,Understand the uses of objective and subjective language and bias,Refined,Refined
English,English,Year 6,,VCELA362,Understand that different social and geographical dialects or accents are used in Australia in addition to Standard Australian English,Removed,Removed
English,English,Year 6,VC2E6LA03,VCELA339,"Understand how authors often innovate on text structures and play with language features to achieve particular aesthetic, humorous and persuasive purposes and effects",Refined,Refined
English,English,Year 6,VC2E6LA04,VCELA348,Understand that cohesive links can be made in texts by omitting or replacing words,Refined,Refined
English,English,Year 6,VC2E6LA05,VCELA350,"Investigate how complex sentences can be used in a variety of ways to elaborate, extend and explain ideas",Refined,Refined
English,English,Year 6,VC2E6LA06,VCELA351,"Understand how ideas can be expanded and sharpened through careful choice of verbs, elaborated tenses and a range of adverb groups/phrases",Refined,Refined
English,English,Year 6,VC2E6LA07,VCELA340,"Identify and explain how analytical images like figures, tables, diagrams, maps and graphs contribute to our understanding of verbal information in factual and persuasive texts",Refined,Refined
English,English,Year 6,VC2E6LA08,VCELA352,"Investigate how vocabulary choices, including evaluative language can express shades of meaning, feeling and opinion",Refined,Refined
English,English,Year 6,VC2E6LA09,VCELA349,Understand the uses of commas to separate clauses,Refined,Refined
English,English,Year 6,VC2E6LE01,VCELT365,"Make connections between own experiences and those of characters and events represented in texts drawn from different historical, social and cultural contexts",Refined,Refined
English,English,Year 6,VC2E6LE02,VCELT341,"Analyse and evaluate similarities and differences in texts on similar topics, themes or plots",Updated,Refined
English,English,Year 6,VC2E6LE02,VCELT342,"Identify and explain how choices in language, including modality, emphasis, repetition and metaphor, influence personal response to different texts",Updated,Refined
English,English,Year 6,VC2E6LE03,VCELT343,"Identify, describe, and discuss similarities and differences between texts, including those by the same author or illustrator, and evaluate characteristics that define an author’s individual style",Refined,Refined
English,English,Year 6,VC2E6LE04,VCELT344,"Identify the relationship between words, sounds, imagery and language patterns in narratives and poetry such as ballads, limericks and free verse",Refined,Refined
English,English,Year 6,VC2E6LE05,VCELT356,Create literary texts that adapt or combine aspects of texts students have experienced in innovative ways,Updated,Merged 2 content descriptions and refined
English,English,Year 6,VC2E6LE05,VCELT355,Experiment with text structures and language features and their effects in creating literary texts,Updated,Merged 2 content descriptions and refined
English,English,Year 6,VC2E6LY01,VCELY366,"Participate in and contribute to discussions, clarifying and interrogating ideas, developing and supporting arguments, sharing and evaluating information, experiences and opinions, and use interaction skills, varying conventions of spoken interactions according to group size, formality of interaction and needs and expertise of the audience",Refined,Refined
English,English,Year 6,VC2E6LY02,VCELY367,"Participate in formal and informal debates and plan, rehearse and deliver presentations, selecting and sequencing appropriate content and multimodal elements for defined audiences and purposes, making appropriate choices for modality and emphasis",Refined,Refined
English,English,Year 6,VC2E6LY03,VCELA353,"Understand how to use phonic knowledge and accumulated understandings about blending, letter–sound relationships, common and uncommon letter patterns and phonic generalisations to recognise and write increasingly complex words",Refined,Refined
English,English,Year 6,VC2E6LY04,VCELA354,"Understand how to use banks of known words, word origins, base words, prefixes, suffixes,  spelling patterns and generalisations to  spell new words, including technical words and words adopted from other languages",Refined,Refined
English,English,Year 6,VC2E6LY05,VCELY346,"Select, navigate and read increasingly complex texts for a range of purposes, applying appropriate text processing strategies to recall information and consolidate meaning",Refined,Refined
English,English,Year 6,VC2E6LY06,VCELY357,"Compare texts including media texts that represent ideas and events in different ways, explaining the effects of the different approaches",Refined,Refined
English,English,Year 6,VC2E6LY07,VCELY345,Analyse strategies authors use to influence readers,Refined,Refined
English,English,Year 6,VC2E6LY08,VCELY347,"Use comprehension strategies to interpret and analyse information and ideas, comparing content from a variety of textual sources including media and digital texts",Refined,Refined
English,English,Year 6,,VCELY345,Analyse strategies authors use to influence readers,Removed,Removed
English,English,Year 6,VC2E6LY09,VCELY358,"Plan, draft and publish imaginative, informative and persuasive texts, choosing and experimenting with text structures, language features, images and digital resources appropriate to purpose and audience",Refined,Refined
English,English,Year 6,VC2E6LY10,VCELY359,Reread and edit own and others’ work using agreed criteria and explaining editing choices,Refined,Refined
English,English,Year 6,VC2E6LY11,VCELY360,"Develop a handwriting style that is legible, fluent and that can vary depending on context",Refined,Refined
English,English,Year 6,,VCELY361,"Use a range of software, including word processing programs, learning new functions as required to create texts",Removed,Removed
English,English,Year 7,VC2E7LA01,VCELA392,"Understand how accents, styles of speech and idioms express and create personal and social identities",Refined,Refined
English,English,Year 7,VC2E7LA02,VCELA368,Understand how language is used to evaluate texts and how evaluations about a text can be substantiated by reference to the text and other sources,Refined,Refined
English,English,Year 7,,VCELA391,"Understand the way language evolves to reflect a changing world, particularly in response to the use of new technology for presenting texts and communicating",Removed,Removed
English,English,Year 7,VC2E7LA03,VCELA369,"Understand and explain how the text structures and language features of texts become more complex in informative and persuasive texts and identify underlying structures such as taxonomies, cause and effect, and extended metaphors",Refined,Refined
English,English,Year 7,VC2E7LA04,VCELA380,"Understand that the coherence of more complex texts relies on devices that signal text structure and guide readers, for example overviews, initial and concluding paragraphs and topic sentences, indexes or site maps or breadcrumb trails for online texts",Refined,Refined
English,English,Year 7,VC2E7LA05,VCELA382,Recognise and understand that subordinate clauses embedded within noun groups/phrases are a common feature of written sentence structures and increase the density of information,Refined,Refined
English,English,Year 7,VC2E7LA06,VCELA383,"Understand how modality is achieved through discriminating choices in modal verbs, adverbs, adjectives and nouns",Refined,Refined
English,English,Year 7,VC2E7LA07,VCELA370,"Analyse how point of view is generated in visual texts by means of choices, including gaze, angle and social distance",Refined,Refined
English,English,Year 7,VC2E7LA08,VCELA371,"Investigate vocabulary typical of extended and more academic texts and the role of abstract nouns, classification, description and generalisation in building specialised knowledge through language",Refined,Refined
English,English,Year 7,VC2E7LA09,VCELA381,Understand the use of punctuation to support meaning in complex sentences with prepositional phrases and embedded clauses,Refined,Refined
English,English,Year 7,VC2E7LE01,VCELT393,"Identify and explore ideas and viewpoints about events, issues and characters represented in texts drawn from different historical, social and cultural contexts",Refined,Refined
English,English,Year 7,VC2E7LE02,VCELT394,"Reflect on ideas and opinions about characters, settings and events in literary texts, identifying areas of agreement and difference with others and justifying a point of view",Refined,Refined
English,English,Year 7,VC2E7LE03,VCELT372,"Compare the ways that language and images are used to create character, and to influence emotions and opinions in different types of texts",Refined,Refined
