SubjectArea,Subject,Band,Strand,SubStrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K19,"Significant consequences of the world wars on Australian society and the experiences and historical perspectives of those on the home front, including Aboriginal and Torres Strait Islander Peoples and women",,"Identifying the barriers that affected Aboriginal and Torres Strait Islander Peoples’ enlistment in World War II, such as the lack of trust in their loyalty by the Australian Government, denial of their status as Aboriginal or Torres Strait Islander Peoples and the notion that they would contribute to disharmony in the armed forces"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K19,"Significant consequences of the world wars on Australian society and the experiences and historical perspectives of those on the home front, including Aboriginal and Torres Strait Islander Peoples and women",,"Examining the reasons for the Australian Government changing its views on including Aboriginal or Torres Strait Islander Peoples in the defence forces, such as the critical shortage of soldiers, the Torres Strait Light Infantry Battalion established in 1941 and specialised work undertaken by Aboriginal and/or Torres Strait Islander people, for example the Nackeroos and the Northern Territory Special Reconnaissance Unit"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K19,"Significant consequences of the world wars on Australian society and the experiences and historical perspectives of those on the home front, including Aboriginal and Torres Strait Islander Peoples and women",,"Examining the changing roles of Aboriginal and/or Torres Strait Islander people working as civilians for the army during World War II, such as increased employment opportunities in domestic work in hospitals, ammunition stacking, timber cutting and cement works, maintaining gardens, slaughtering cattle, and assembling and clearing gearboxes"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K20,The causes of the Holocaust,,"Discussing the meaning of racism, discrimination, antisemitism and genocide"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K20,The causes of the Holocaust,,"Investigating the global context and attitudes towards racism, antisemitism and genocide before and during World War II"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K20,The causes of the Holocaust,,"Examining the historical context in which the Holocaust occurred, including Nazi ideology, Nazi propaganda, erosion of democracy and rise of fascism, racism and antisemitism, Nazi rule and racial policy in Germany before 1939"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K20,The causes of the Holocaust,,Evaluating the significance of ideology in Nazi racial and genocidal programs
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K21,"Significant events, individuals and developments of the Holocaust",,"Explaining the key phases of the Holocaust, including identification, exclusion, ghettoisation, deportation, mass murder and liberation"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K21,"Significant events, individuals and developments of the Holocaust",,"Evaluating the roles of organisations and individuals associated with the Holocaust, such as the Nazi Party, the SS, Adolf Hitler, the civilian population, the collaborators in occupied countries and complicit governments"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K21,"Significant events, individuals and developments of the Holocaust",,"Evaluating the significance of events and developments associated with the Holocaust, such as the Nuremberg Laws or the Wannsee Conference"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K21,"Significant events, individuals and developments of the Holocaust",,Mapping and comparing how occupied countries responded to the Nazi genocidal programs in eastern and western Europe
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K22,The diverse experiences and perspectives of Jewish and non-Jewish peoples during the period of the Holocaust,,"Creating a biographical exhibition of the diverse experiences and perspectives of individual Jewish people during the Holocaust, with examples from a variety of countries, ages and experiences, such as emigrations, hiding, ghettoisation, work/death camps, conversions and joining the resistance"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K22,The diverse experiences and perspectives of Jewish and non-Jewish peoples during the period of the Holocaust,,"Explaining the Nazi party’s racial policies as they related to other groups in Europe and Germany, such as people with disabilities, members of LGBQTI+ communities, and Sinti, Roma, Black and Slavic peoples, Soviet Communists and political prisoners"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K22,The diverse experiences and perspectives of Jewish and non-Jewish peoples during the period of the Holocaust,,"Examining stories and accounts of Jewish resistance during the Holocaust, such as armed resistance, camp-based resistance, spiritual resistance and concealment"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K22,The diverse experiences and perspectives of Jewish and non-Jewish peoples during the period of the Holocaust,,Investigating the experiences and perspectives of non-Jewish people who protected or saved Jewish people during the Holocaust
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K23,Different interpretations and debates about the significance and legacies of the world wars,,"Explaining the impacts of war on returned soldiers, including Aboriginal and Torres Strait Islander soldiers, such as physical and psychological trauma, shell shock, employment opportunities, social and racial discrimination, service recognition, land allocation (Soldier Settlement Scheme), wage inequality, and access to health care and pensions"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K23,Different interpretations and debates about the significance and legacies of the world wars,,Investigating the ideals associated with the Anzac tradition and how and why World War I is commemorated within Australian society and discussing the similarities and differences in historians’ views of the Anzac legend over time
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K23,Different interpretations and debates about the significance and legacies of the world wars,,"Evaluating the significance of World War I and/or World War II to Australia’s international relationships, such as with Britain, the USA, Asian countries and the United Nations"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K23,Different interpretations and debates about the significance and legacies of the world wars,,"Evaluating different historians’ interpretations of the significant short- and long-term legacies of World War II, such as the establishment of the United Nations, the occupation and reconstructions of Germany and Japan and international war crimes trials, as causes of the Cold War and decolonisation"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K23,Different interpretations and debates about the significance and legacies of the world wars,,"Discussing the short- and long-term impacts of the Holocaust on the Jewish community after World War II, such as coming to terms with the scale of loss, migration to Israel, Australia and the USA, and the creation of Yad Vashem and other Holocaust centres, museums and memorials"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Australians at war (1914–1945),VC2HH10K23,Different interpretations and debates about the significance and legacies of the world wars,,Debating the significance of the United Nations’ Universal Declaration of Human Rights as a legacy of World War II and the Holocaust
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",China,"Investigating the significant economic and political features of the Qing dynasty in China, including the role and influence of the emperor and the role of cultural features, such as art, literature and architecture"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",China,Examining the ethnic and linguistic diversity of the Qing dynasty
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",India,"Describing the political complexity of India at the start of the period of study, including the Mughal Empire and other Indian states, and the forms of involvement of European powers, such as the British, French and Portuguese"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",India,"Mapping the ethnic, religious, linguistic and cultural diversity of India at the start of the period"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",India,"Examining the economic significance of the Mughal Empire, which, until the 18th century, produced approximately 25 per cent of the world’s economic output"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",Indonesia,Discussing the organisation of Dutch rule and the continuing independence of other areas
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",Indonesia,Examining the ethnic and linguistic diversity of the region
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",Indonesia,Evaluating the role and authority of the Islamic states in the region
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",Japan,"Examining the influence of the Tokugawa shogunate on Japan’s political, economic and social development"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",Japan,Comparing the social structures of shogunate Japan with those of feudal institutions in Europe
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",Japan,Explaining the reasons for the Meiji Restoration
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",Vietnam,Investigating the civil wars throughout the 18th century
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",Vietnam,Explaining the success of Gia Long to reunite and name the area ‘Vietnam’ in 1802
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K24,"The key social, cultural, economic and political features of a society during the 18th and 19th centuries",Vietnam,"Describing the economic conditions during this period, such as the significance of rice and agriculture, and Gia Long’s redistribution of land"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,China,"Describing the reasons for and the consequences of at least one war between China and European countries, such as the Opium Wars, the Sino-French War, or Russian occupations"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,China,"Explaining the development of Hong Kong, from British occupation to the British lease in 1898, to its return to China in 1997, to the present"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,China,Examining Japanese colonisation of China from the First Sino-Japanese War in 1894 to the end of World War II in 1945
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,China,Evaluating the extent to which European countries caused the 1911 revolution in China
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,China,Analysing the influence of other countries on the Chinese Civil War
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,India,"Evaluating the significance of key developments, including the motivations and expansion of the British East India Company, the Indian Mutiny and the development of the British Raj"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,India,"Describing the significance of the Portuguese State of India, such as its relationship with the British Raj, Portugal’s neutrality in World War II, and joining the Republic of India in 1961"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,India,Examining India’s contribution to World War I and its aftermath
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,India,Investigating the British Raj’s attempts at democracy and representation in the early 20th century
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,India,"Explaining the Indian movement towards independence from the British, including the importance of 15 August 1947, and Britain’s influence in separating the British Raj into India and Pakistan"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Indonesia,Identifying the economic motives of the Dutch for engagement in the region
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Indonesia,Examining how the Dutch ruled the Dutch East Indies
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Indonesia,Describing the Japanese occupation of the Dutch East Indies in World War II
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Indonesia,"Explaining the Indonesian movement towards independence from the Dutch, including the importance of 17 August 1945, and the conflict with the Dutch and their allies until sovereignty on 27 December 1949"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Japan,"Analysing the consequences of USA Commodore Perry’s diplomatic mission to Japan to force open Japanese ports to American trade, culminating in the signing of the Treaty of Kanagawa in 1854, and Japan’s response"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Japan,Describing the responses of European countries to Japan’s victory in the Russo-Japanese War
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Japan,Analysing Japan’s response to the Treaty of Versailles
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Japan,Explaining the significance of the US occupation of Japan after World War II and the subsequent San Francisco Treaty and Security Treaty
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Japan,Evaluating the relationships between Japan and the countries it occupied since World War II
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Vietnam,"Outlining a timeline of French occupation of Vietnam, including Napoleon III’s declaration of invasion, the establishment of the Indochinese Union, the First Indochina War and the establishment of 2 Vietnams in the Geneva Accords of 1954"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Vietnam,Investigating how French and Japanese occupation influenced the creation and growth of the Viet Minh
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Vietnam,Explaining the USA and its allies’ growing involvement and eventual withdrawal in the Second Indochina War
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Vietnam,"Describing the relevance of international communism over time, such as the support of the USSR and China to the Viet Minh, the Democratic Republic of Vietnam and the Socialist Republic of Vietnam"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K25,The causes and consequences of contact with other countries and/or colonisation and liberation of a society,Vietnam,"Analysing the consequences of colonialism and foreign countries’ intervention in Vietnam in the 20th century and how this influences Vietnam in the 21st century, such as its relationship with the USA and China"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,China,Describing the Confucian revival during the Qing dynasty
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,China,Outlining the 1911 revolution and the end of imperial rule in China
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,China,Examining the importance of communism and other ideologies in the Chinese Civil War
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,China,"Explaining the importance of ideas to the Cultural Revolution and its consequences, such as the Little Red Book and Destruction of the Four Olds"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,China,Analysing how ‘communism with Chinese characteristics’ has changed since 1949
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,India,Investigating the reasons why the British Raj implemented and removed democracy and representation for its people
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,India,Explaining the importance of non-violence to Gandhi and his independence movement
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,India,"Describing the ethnic, religious and cultural origins of different independence movements, and their cooperation and conflict towards independence"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,India,Examining the ideas that justified Partition
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,India,Analysing the changing popularity of Hindu nationalism in India since independence
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Indonesia,"Describing the origins and use of slavery in the Dutch East Indies, and its abolition"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Indonesia,Outlining the rise of nationalism among the diverse societies of the archipelago
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Indonesia,"Examining the ideological differences in early independence movements, including Budi Utomo (Boedi Oetomo), Sarekat Islam and the Indonesian Community Party"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Indonesia,"Analysing the Indonesian state philosophy of pancasila, its significance to Indonesian independence and how this has continued and changed since"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Indonesia,"Explaining the changes in democracy from independence to the present, including the Sukarno presidency and the Suharto regime"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Japan,"Examining the roles of Emperor Meiji, USA Commodore Perry and the Satsuma Rebellion in Japan"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Japan,"Evaluating the significance of the rise of nationalism, militarism and expansionism, economic modernisation, and the emergence of Japan as a major world power in the early 20th century"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Japan,"Describing Japan’s invasion of Asia in World War II, and its defeat"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Japan,"Examining the degree of change to Japan’s society after World War II, including the influence of the military, and political, economic and social reforms imposed by the US occupation of Japan"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Japan,Explaining Japan’s interpretation of capitalism and its economic successes and failures since the 1980s
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Vietnam,Identifying periods of unification and separation between North and South Vietnam since 1750
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Vietnam,"Describing the effects of French colonial rule, such as foreign ownership of industry and trade, and how this contributed to movements for independence"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Vietnam,Examining the importance of communism and other ideologies in independence movements and the First and Second Indochina Wars
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Vietnam,Explaining the reunification of Vietnam after the Second Indochina War
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K26,Significant events and influencing ideas that contributed to continuity and change in a society,Vietnam,Analysing the forming of ‘Ho Chi Minh Thought’ and how it has changed over time
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",China,"Describing the activities of Christian missionaries in China, and the roles of the Self-Strengthening Movement and the Society of Righteous and Harmonious Fists in the Boxer Rebellion"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",China,Explaining the role of Empress Dowager Cixi in modernising China
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",China,Investigating the role of Sun Yat-sen in ending the Qing dynasty
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",China,"Creating an infographic that illustrates the development of a popular movement, such as the New Culture and May Fourth Movements, the New Life Movement, the Red Army, the Guomindang (Kuomintang) or the Chinese Communist Party, between 1912 and 1949"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",China,Analysing how different groups participated and/or were targeted by the Cultural Revolution
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",China,Comparing the focuses of presidents of the People’s Republic of China since Mao Zedong
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",India,Examining the development of the British Raj and identifying British influences on Indian society
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",India,"Describing the contributions of Gopal Krishna Gokhale, Dadabhai Naoroji and Bal Gangadhar Tilak to the development of Indian nationalism"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",India,"Investigating the development of the Indian nationalist movement, including the religious foundations of distinct independence groups, such as the Congress Party and the Muslim League, and Sikh independence in Punjab"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",India,"Analysing the relationship between Gandhi, Nehru and Jinnah"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",India,Explaining the changing popularity of the Congress Party and the Bharatiya Janata Party since independence
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Indonesia,"Investigating the contribution of an individual to the development of the Indonesian independence movement, such as Diponegoro, Wahidin Soedirohoesodo, Oemar Said Tjokroaminoto and/or Hendricus Sneevliet"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Indonesia,"Explaining the significance of Sukarno to the independence movement and the establishment of pancasila, and as the President of Indonesia"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Indonesia,"Describing how Suharto came to, maintained and lost power"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Indonesia,Examining the rights and freedoms of an ethnic group within Indonesia over time
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Japan,"Describing the changes to the Japanese military from the Meiji Restoration, to the US occupation, to the present"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Japan,"Examining the influence of emperors over time, such as Meiji, Hirohito and Akihito"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Japan,Investigating the significance of geishas to Japanese society over time
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Vietnam,Describing the activities of French missionaries in Vietnam and how this contributed to the French invasion of Vietnam
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Vietnam,Explaining the role of Vietnamese emperors during the French colonisation of Vietnam
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Vietnam,Analysing the importance of Ho Chi Minh to Vietnamese independence and his legacy
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K27,"The experiences and perspectives of individuals, groups and movements within a society and their impact on the society over time",Vietnam,"Examining the establishment of the Communist Party in Vietnam and its impact on Vietnam over time, including in the 21st century"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",China,Drawing an infographic that shows changing living conditions in China over time
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",China,"Describing how increasing foreign influence and imperialism were challenging and changing Imperial China and society through trade, railway networks, missionaries and foreign concessions in cities such as Shanghai"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",China,Describing the significance of Confucianism from the Qing dynasty to today
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",China,Examining the importance of cultural expression in the Cultural Revolution
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",China,Explaining the changes in how the Chinese Communist Party has ruled China since 1949
